"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Integrated Action",2050,"JAPA",105981700,6518.54,12810.791,166456.845,3.013,1.627,0.024,5791,15446
"Integrated Action",2050,"KAZA",23345900,1024.2,12810.791,166456.845,12.211,3.304,0.476,895,-1813
"Integrated Action",2050,"KENY",83049700,999.747,12810.791,166456.845,7.104,3.246,0.122,2122,3466
"Integrated Action",2050,"KORN",NA,NA,12810.791,166456.845,4.137,0.891,0.163,486,526
"Integrated Action",2050,"KORS",46463400,3196.46,12810.791,166456.845,9.566,5.78,0.367,4579,5945
"Integrated Action",2050,"KYRG",9003100,98.793,12810.791,166456.845,8.345,1.974,0.381,121,250
"Integrated Action",2050,"LAOS",9328200,179.808,12810.791,166456.845,4.016,0.32,0.046,584,753
"Integrated Action",2050,"LATV",1449700,83.321,12810.791,166456.845,2.212,0.438,0.059,101,73
"Integrated Action",2050,"LITH",2131100,149.098,12810.791,166456.845,2.202,0.348,0.112,340,-1671
"Integrated Action",2050,"LUXE",757600,110.173,12810.791,166456.845,2.456,0.468,0.019,46,130
"Integrated Action",2050,"MACE",2043500,71.117,12810.791,166456.845,6.498,3.665,0.163,438,499
"Integrated Action",2050,"MALA",41011100,2111.32,12810.791,166456.845,3.798,3.353,1.533,3794,12298
"Integrated Action",2050,"MALT",514800,49.282,12810.791,166456.845,9.525,0.828,0,15,11
"Integrated Action",2050,"MEXI",149417900,5350.39,12810.791,166456.845,6.063,3.45,0.013,6345,40807
"Integrated Action",2050,"MIDE",218241400,5589.029,12810.791,166456.845,31.303,2.779,1.078,7737,78120
"Integrated Action",2050,"MOLD",2495600,80.125,12810.791,166456.845,3.373,0.45,0.041,386,686
"Integrated Action",2050,"MONG",4562000,110.563,12810.791,166456.845,9.469,1.497,0.01,262,377
"Integrated Action",2050,"MONT",616500,23.949,12810.791,166456.845,6.325,3.288,0.05,222,231
"Integrated Action",2050,"MYAN",57142300,527.418,12810.791,166456.845,4.689,0.994,0.037,1297,2592
"Integrated Action",2050,"NAFR",127595000,2325.547,12810.791,166456.845,16.469,2.875,0.105,5692,39942
"Integrated Action",2050,"NEPA",34891000,430.796,12810.791,166456.845,16.633,10.299,0.381,1722,2227
"Integrated Action",2050,"NETH",17864000,1473.77,12810.791,166456.845,4.546,2.229,1.613,1754,2297
"Integrated Action",2050,"NIGE",400596100,3563.51,12810.791,166456.845,28.788,3.445,0.355,4783,17085
"Integrated Action",2050,"NORW",6100300,562.701,12810.791,166456.845,1.894,0.549,0.093,744,567
"Integrated Action",2050,"NZEL",5775000,397.544,12810.791,166456.845,1.617,0.36,0,514,1014
"Integrated Action",2050,"PAKI",370484600,4661.67,12810.791,166456.845,35.492,13.176,2.057,8522,7168
"Integrated Action",2050,"PARA",8566200,221.99,12810.791,166456.845,5.795,1.133,0.005,521,765
"Integrated Action",2050,"PERU",39386200,975.898,12810.791,166456.845,11.009,3.876,0.051,1669,2538
"Integrated Action",2050,"PHIL",154343600,3654.48,12810.791,166456.845,2.51,2.034,0.025,2951,9652
"Integrated Action",2050,"POLA",35098700,2289.63,12810.791,166456.845,2.889,1.22,2.144,3802,-1001
"Integrated Action",2050,"PORT",9651100,592.039,12810.791,166456.845,3.948,1.122,0.027,412,345
"Integrated Action",2050,"ROMA",15936700,962.158,12810.791,166456.845,3.786,1.461,0.901,1688,420
"Integrated Action",2050,"RSAF",232287400,1651.67,12810.791,166456.845,6.806,2.425,0.236,5025,9658
"Integrated Action",2050,"RUSS",138756400,6275.87,12810.791,166456.845,4.735,1.481,1.043,9086,10415
"Integrated Action",2050,"SAAR",49564400,3821.66,12810.791,166456.845,51.246,0.894,0.193,4741,75382
"Integrated Action",2050,"SAFR",68422500,1671.17,12810.791,166456.845,5.605,2.627,0.089,6777,23451
"Integrated Action",2050,"SERB",6613700,295.459,12810.791,166456.845,6.197,3.661,1.438,1047,465
"Integrated Action",2050,"SING",6640000,881.886,12810.791,166456.845,5.855,3.429,0.082,824,6276
"Integrated Action",2050,"SKRE",5179200,286.412,12810.791,166456.845,2.672,0.538,0.329,423,432
"Integrated Action",2050,"SLOV",2042500,129.93,12810.791,166456.845,3.007,0.821,0.13,189,-202
"Integrated Action",2050,"SPAI",49404300,3088.61,12810.791,166456.845,4.36,1.467,0.429,2458,3189
"Integrated Action",2050,"SRIL",23182100,546.046,12810.791,166456.845,3.638,2.105,0.004,791,2146
"Integrated Action",2050,"SWED",11702900,919.9,12810.791,166456.845,2.588,0.962,0.454,581,-7
"Integrated Action",2050,"SWIT",9673500,832.097,12810.791,166456.845,2.77,1.303,0.194,787,-169
"Integrated Action",2050,"TAIW",NA,NA,12810.791,166456.845,9.648,9.09,0.023,3977,16836
"Integrated Action",2050,"TAJI",14631400,139.044,12810.791,166456.845,17.012,1.555,0.248,147,1160
"Integrated Action",2050,"TANZ",124208300,882.48,12810.791,166456.845,6.627,3.237,0.158,2159,4739
"Integrated Action",2050,"THAI",67942600,2377.92,12810.791,166456.845,3.716,2.258,0.294,6502,15772
"Integrated Action",2050,"TKME",8517000,175.616,12810.791,166456.845,25.467,0.893,0.089,327,220
"Integrated Action",2050,"TURK",96364100,6126.96,12810.791,166456.845,7.624,3.64,1.369,6801,9795
"Integrated Action",2050,"UKRA",34963200,971.928,12810.791,166456.845,4.23,1.196,1.435,3029,2919
"Integrated Action",2050,"UNKI",72805300,5200.75,12810.791,166456.845,2.805,1.291,1.34,3189,4544
"Integrated Action",2050,"URUG",3284700,138.037,12810.791,166456.845,2.594,0.976,0.045,290,1164
"Integrated Action",2050,"USAM",377025100,32883.5,12810.791,166456.845,4.818,2.247,0.676,49384,69737
"Integrated Action",2050,"UZBE",46843200,950.704,12810.791,166456.845,14.158,2.319,1.608,876,918
"Integrated Action",2050,"VENE",NA,NA,12810.791,166456.845,5.466,2.067,0.058,2604,3319
"Integrated Action",2050,"VIET",107565400,3929.58,12810.791,166456.845,4.851,3.951,0.625,6131,10866
"Integrated Action",2050,"WAFR",696183300,4430.588,12810.791,166456.845,26.039,3.439,0.102,10041,20385
"Long-term Climate Action",2050,"AFGH",75620100,456.046,12810.791,326906.832,43.843,27.357,1.009,487,546
"Long-term Climate Action",2050,"ALBA",2267900,86.926,12810.791,326906.832,11.615,7.089,0.426,355,373
"Long-term Climate Action",2050,"ARGE",50764300,1808.47,12810.791,326906.832,5.911,3.385,0.33,4979,5649
"Long-term Climate Action",2050,"ARME",2511300,109.199,12810.791,326906.832,10.305,3.54,0.192,22,24
"Long-term Climate Action",2050,"AUST",9265900,718.406,12810.791,326906.832,3.888,1.214,0.947,563,1848
"Long-term Climate Action",2050,"AUTR",31068800,2606.7,12810.791,326906.832,2.809,1.001,0,2326,8290
"Long-term Climate Action",2050,"AZER",11165300,276.131,12810.791,326906.832,15.716,2.825,0.928,235,-660
"Long-term Climate Action",2050,"BANG",199283400,4644.59,12810.791,326906.832,47.829,28.161,0.801,282,749
"Long-term Climate Action",2050,"BELA",8651700,239.037,12810.791,326906.832,4.683,1.82,0.822,205,194
"Long-term Climate Action",2050,"BELG",12342700,876.962,12810.791,326906.832,5.251,1.778,1.461,921,1676
"Long-term Climate Action",2050,"BHUT",872300,20.293,12810.791,326906.832,4.431,1.453,0.08,17,20
"Long-term Climate Action",2050,"BOHE",2551100,87.409,12810.791,326906.832,11.931,8.356,1.748,601,671
"Long-term Climate Action",2050,"BOLV",15959800,241.427,12810.791,326906.832,7.202,2.618,0.002,325,377
"Long-term Climate Action",2050,"BRAZ",227813400,6760.68,12810.791,326906.832,7.797,4.797,0.888,8887,12950
"Long-term Climate Action",2050,"BRUN",532400,42.761,12810.791,326906.832,3.112,1.503,0.003,55,57
"Long-term Climate Action",2050,"BULG",5558100,293.214,12810.791,326906.832,5.926,2.059,1.002,405,-15
"Long-term Climate Action",2050,"CAMB",20392700,344.863,12810.791,326906.832,7.483,2.789,0.103,531,643
"Long-term Climate Action",2050,"CANA",42171000,3285.67,12810.791,326906.832,7.343,4.561,0.173,6130,22483
"Long-term Climate Action",2050,"CARB",49489700,1576.774,12810.791,326906.832,5.986,2.796,0.106,523,881
"Long-term Climate Action",2050,"CEAM",64874200,1501.747,12810.791,326906.832,6.731,4.287,0.011,776,1232
"Long-term Climate Action",2050,"CHIL",20438800,852.051,12810.791,326906.832,11.262,11.098,0.124,1062,1924
"Long-term Climate Action",2050,"CHIN",1313456300,53765.793,12810.791,326906.832,16.743,13.409,9.133,97650,124271
"Long-term Climate Action",2050,"COLO",57593300,1932.05,12810.791,326906.832,7.071,5.134,0.016,1717,1976
"Long-term Climate Action",2050,"CROA",3389200,192.643,12810.791,326906.832,5.179,1.003,0.917,181,262
"Long-term Climate Action",2050,"CYPR",1421600,75.375,12810.791,326906.832,8.369,0.564,0.002,24,128
"Long-term Climate Action",2050,"CZRE",10246000,626.963,12810.791,326906.832,4.062,1.259,1.419,708,1577
"Long-term Climate Action",2050,"DENM",6170300,502.47,12810.791,326906.832,3.744,0.879,0.424,635,1695
"Long-term Climate Action",2050,"EAFR",517365900,3052.049,12810.791,326906.832,30.585,11.142,0.673,2266,5123
"Long-term Climate Action",2050,"ECUA",21603500,416.191,12810.791,326906.832,5.207,3.132,0.005,789,943
"Long-term Climate Action",2050,"EGYP",163109900,5804.68,12810.791,326906.832,40.257,15.407,1.552,899,3148
"Long-term Climate Action",2050,"ESTO",1214000,76.253,12810.791,326906.832,2.846,0.628,0.051,61,232
"Long-term Climate Action",2050,"FINL",5472200,377.964,12810.791,326906.832,2.298,0.558,0.109,530,-1266
"Long-term Climate Action",2050,"FRAN",68605600,4434.16,12810.791,326906.832,4.604,2.277,3.947,3491,7416
"Long-term Climate Action",2050,"GEOR",2917100,163.996,12810.791,326906.832,8.94,3.29,0.205,139,166
"Long-term Climate Action",2050,"GERM",80961100,6027.31,12810.791,326906.832,3.961,1.79,6.402,3459,-9546
"Long-term Climate Action",2050,"GREE",9777100,528.07,12810.791,326906.832,7.879,2.482,0.418,145,1367
"Long-term Climate Action",2050,"HUNG",8642200,525.997,12810.791,326906.832,5.477,1.873,2.123,501,635
"Long-term Climate Action",2050,"ICEL",420200,39.233,12810.791,326906.832,3.064,1.711,0.024,25,40
"Long-term Climate Action",2050,"INDI",1620357900,34022.9,12810.791,326906.832,36.531,24.793,28.566,68747,96496
"Long-term Climate Action",2050,"INDO",310601300,8940.65,12810.791,326906.832,17.935,17.327,1.314,6812,8643
"Long-term Climate Action",2050,"IRAN",102606900,2317.34,12810.791,326906.832,55.057,21.293,1.65,5170,6123
"Long-term Climate Action",2050,"IREL",5922400,1075.28,12810.791,326906.832,2.882,0.69,0.169,402,1112
"Long-term Climate Action",2050,"ISRA",12864600,972.422,12810.791,326906.832,27.068,10.11,0.5,555,957
"Long-term Climate Action",2050,"ITAL",55883900,3528.72,12810.791,326906.832,6.412,2.68,2.075,1027,4590
"Long-term Climate Action",2050,"JAPA",105981700,6518.54,12810.791,326906.832,4.867,2.617,0.041,5426,15682
"Long-term Climate Action",2050,"KAZA",23345900,1024.2,12810.791,326906.832,14.08,4.869,0.767,499,-3545
"Long-term Climate Action",2050,"KENY",83049700,999.747,12810.791,326906.832,15.688,11.312,0.4,631,1110
"Long-term Climate Action",2050,"KORN",NA,NA,12810.791,326906.832,8.546,3.068,0.561,16,32
"Long-term Climate Action",2050,"KORS",46463400,3196.46,12810.791,326906.832,17.761,10.636,0.732,3533,13592
"Long-term Climate Action",2050,"KYRG",9003100,98.793,12810.791,326906.832,11.242,4.207,0.794,38,33
"Long-term Climate Action",2050,"LAOS",9328200,179.808,12810.791,326906.832,6.502,0.911,0.137,366,385
"Long-term Climate Action",2050,"LATV",1449700,83.321,12810.791,326906.832,3.197,0.71,0.138,65,72
"Long-term Climate Action",2050,"LITH",2131100,149.098,12810.791,326906.832,3.486,0.852,0.471,375,-794
"Long-term Climate Action",2050,"LUXE",757600,110.173,12810.791,326906.832,3.576,0.627,0.041,37,227
"Long-term Climate Action",2050,"MACE",2043500,71.117,12810.791,326906.832,10.676,6.64,0.333,331,382
"Long-term Climate Action",2050,"MALA",41011100,2111.32,12810.791,326906.832,11.681,10.506,3.139,1420,2209
"Long-term Climate Action",2050,"MALT",514800,49.282,12810.791,326906.832,12.478,1.329,0,8,9
"Long-term Climate Action",2050,"MEXI",149417900,5350.39,12810.791,326906.832,10.455,7.557,0.032,4748,6588
"Long-term Climate Action",2050,"MIDE",218241400,5589.029,12810.791,326906.832,37.69,7.881,2.701,3603,5085
"Long-term Climate Action",2050,"MOLD",2495600,80.125,12810.791,326906.832,5.204,0.887,0.101,328,551
"Long-term Climate Action",2050,"MONG",4562000,110.563,12810.791,326906.832,11.19,3.206,0.02,44,80
"Long-term Climate Action",2050,"MONT",616500,23.949,12810.791,326906.832,11.626,7.786,0.106,187,208
"Long-term Climate Action",2050,"MYAN",57142300,527.418,12810.791,326906.832,7.402,2.95,0.131,462,602
"Long-term Climate Action",2050,"NAFR",127595000,2325.547,12810.791,326906.832,23.673,8.789,0.306,1172,2050
"Long-term Climate Action",2050,"NEPA",34891000,430.796,12810.791,326906.832,45.739,33.163,1.065,446,504
"Long-term Climate Action",2050,"NETH",17864000,1473.77,12810.791,326906.832,5.888,2.169,1.531,1545,5234
"Long-term Climate Action",2050,"NIGE",400596100,3563.51,12810.791,326906.832,36.906,10.98,0.894,994,3240
"Long-term Climate Action",2050,"NORW",6100300,562.701,12810.791,326906.832,2.325,0.768,0.201,641,726
"Long-term Climate Action",2050,"NZEL",5775000,397.544,12810.791,326906.832,2.045,0.648,0,393,512
"Long-term Climate Action",2050,"PAKI",370484600,4661.67,12810.791,326906.832,63.335,38.875,5.881,1339,4287
"Long-term Climate Action",2050,"PARA",8566200,221.99,12810.791,326906.832,8.363,2.913,0.013,156,233
"Long-term Climate Action",2050,"PERU",39386200,975.898,12810.791,326906.832,16.047,8.525,0.14,534,984
"Long-term Climate Action",2050,"PHIL",154343600,3654.48,12810.791,326906.832,6.178,5.538,0.067,1909,2279
"Long-term Climate Action",2050,"POLA",35098700,2289.63,12810.791,326906.832,4.492,2.095,4.571,2656,837
"Long-term Climate Action",2050,"PORT",9651100,592.039,12810.791,326906.832,5.206,1.629,0.053,226,640
"Long-term Climate Action",2050,"ROMA",15936700,962.158,12810.791,326906.832,5.734,2.491,2.551,1506,823
"Long-term Climate Action",2050,"RSAF",232287400,1651.67,12810.791,326906.832,13.115,8.108,0.793,1099,2256
"Long-term Climate Action",2050,"RUSS",138756400,6275.87,12810.791,326906.832,6.693,3.177,2.954,4074,-10107
"Long-term Climate Action",2050,"SAAR",49564400,3821.66,12810.791,326906.832,54.996,3.041,0.5,2871,2999
"Long-term Climate Action",2050,"SAFR",68422500,1671.17,12810.791,326906.832,9.192,5.578,0.176,4209,6087
"Long-term Climate Action",2050,"SERB",6613700,295.459,12810.791,326906.832,11.735,7.94,4.045,713,803
"Long-term Climate Action",2050,"SING",6640000,881.886,12810.791,326906.832,17.789,10.665,0.237,749,7063
"Long-term Climate Action",2050,"SKRE",5179200,286.412,12810.791,326906.832,4.429,0.998,0.811,294,411
"Long-term Climate Action",2050,"SLOV",2042500,129.93,12810.791,326906.832,4.61,1.329,0.257,127,-68
"Long-term Climate Action",2050,"SPAI",49404300,3088.61,12810.791,326906.832,5.765,2.067,0.702,2119,4499
"Long-term Climate Action",2050,"SRIL",23182100,546.046,12810.791,326906.832,9.768,7.331,0.012,163,229
"Long-term Climate Action",2050,"SWED",11702900,919.9,12810.791,326906.832,3.175,1.062,0.551,555,251
"Long-term Climate Action",2050,"SWIT",9673500,832.097,12810.791,326906.832,3.827,1.835,0.264,1031,335
"Long-term Climate Action",2050,"TAIW",NA,NA,12810.791,326906.832,20.792,18.71,0.046,3260,12440
"Long-term Climate Action",2050,"TAJI",14631400,139.044,12810.791,326906.832,20.75,4.531,0.494,45,45
"Long-term Climate Action",2050,"TANZ",124208300,882.48,12810.791,326906.832,14.425,10.563,0.538,646,1306
"Long-term Climate Action",2050,"THAI",67942600,2377.92,12810.791,326906.832,8.352,5.721,0.725,5121,6046
"Long-term Climate Action",2050,"TKME",8517000,175.616,12810.791,326906.832,27.745,2.836,0.228,29,-67
"Long-term Climate Action",2050,"TURK",96364100,6126.96,12810.791,326906.832,12,7.287,3.161,5034,5750
"Long-term Climate Action",2050,"UKRA",34963200,971.928,12810.791,326906.832,6.365,2.59,3.571,1901,2145
"Long-term Climate Action",2050,"UNKI",72805300,5200.75,12810.791,326906.832,4.04,2.022,2.667,2733,9395
"Long-term Climate Action",2050,"URUG",3284700,138.037,12810.791,326906.832,4.516,2.596,0.15,104,160
"Long-term Climate Action",2050,"USAM",377025100,32883.5,12810.791,326906.832,6.557,3.707,1.242,41583,64904
"Long-term Climate Action",2050,"UZBE",46843200,950.704,12810.791,326906.832,16.579,4.111,3.048,354,281
"Long-term Climate Action",2050,"VENE",NA,NA,12810.791,326906.832,8.747,4.986,0.116,843,957
"Long-term Climate Action",2050,"VIET",107565400,3929.58,12810.791,326906.832,11.794,9.555,2.373,5108,6182
"Long-term Climate Action",2050,"WAFR",696183300,4430.588,12810.791,326906.832,35.648,11.926,0.422,2155,6015
"Baseline",2055,"AFGH",81388000,636.786,36939.86,422349.027,65.857,48.558,2.066,2381,2514
"Baseline",2055,"ALBA",2152900,91.855,36939.86,422349.027,9.068,4.654,0.372,899,935
"Baseline",2055,"ARGE",51224500,2031.18,36939.86,422349.027,6.811,4.051,0.385,12455,13814
"Baseline",2055,"ARME",2461000,117.236,36939.86,422349.027,11.381,4.539,0.226,48,51
"Baseline",2055,"AUST",9280700,754.445,36939.86,422349.027,3.915,1.253,0.963,1155,3140
"Baseline",2055,"AUTR",31882200,2872.45,36939.86,422349.027,2.788,0.98,0,4378,10000
"Baseline",2055,"AZER",11110900,306.153,36939.86,422349.027,16.023,3.083,0.951,500,-716
"Baseline",2055,"BANG",200108800,5410.44,36939.86,422349.027,67.714,36.816,1.452,1153,2114
"Baseline",2055,"BELA",8522400,255.412,36939.86,422349.027,4.971,2.075,0.791,505,492
"Baseline",2055,"BELG",12444500,918.514,36939.86,422349.027,5.072,1.803,1.426,1773,2723
"Baseline",2055,"BHUT",870600,22.883,36939.86,422349.027,7.61,3.172,0.201,78,86
"Baseline",2055,"BOHE",2433500,88.777,36939.86,422349.027,7.093,3.602,1.458,1400,1458
"Baseline",2055,"BOLV",16323400,292.422,36939.86,422349.027,8.347,3.725,0.004,786,890
"Baseline",2055,"BRAZ",226154100,7812.75,36939.86,422349.027,11.137,8.137,2.091,35831,43998
"Baseline",2055,"BRUN",539300,44.005,36939.86,422349.027,3.359,1.748,0.004,127,135
"Baseline",2055,"BULG",5380600,309.147,36939.86,422349.027,6.129,2.291,1.178,936,41
"Baseline",2055,"CAMB",20602700,427.523,36939.86,422349.027,9.959,3.948,0.16,1478,1718
"Baseline",2055,"CANA",42738800,3570.53,36939.86,422349.027,6.899,4.192,0.154,13745,27332
"Baseline",2055,"CARB",49431500,1744.551,36939.86,422349.027,6.942,3.749,0.145,1543,2265
"Baseline",2055,"CEAM",66016500,1745.356,36939.86,422349.027,8.124,5.664,0.013,2225,3166
"Baseline",2055,"CHIL",20329900,933.437,36939.86,422349.027,15.085,14.91,0.167,3855,5594
"Baseline",2055,"CHIN",1264977600,57116.02,36939.86,422349.027,19.876,16.36,12.079,376241,431653
"Baseline",2055,"COLO",57636100,2227.24,36939.86,422349.027,8.504,6.483,0.018,5806,6028
"Baseline",2055,"CROA",3296100,195.613,36939.86,422349.027,4.995,1.037,1.012,380,538
"Baseline",2055,"CYPR",1443400,82.024,36939.86,422349.027,8.388,0.561,0.002,59,278
"Baseline",2055,"CZRE",10176900,659.999,36939.86,422349.027,4.01,1.236,1.439,1530,3115
"Baseline",2055,"DENM",6226600,532.494,36939.86,422349.027,3.669,0.907,0.434,1333,2963
"Baseline",2055,"EAFR",554411400,3877.237,36939.86,422349.027,33.947,14.076,0.842,7810,14178
"Baseline",2055,"ECUA",21892100,479.206,36939.86,422349.027,6.84,4.743,0.007,3041,3321
"Baseline",2055,"EGYP",170865600,7154.67,36939.86,422349.027,47.612,22.339,2.135,3311,7785
"Baseline",2055,"ESTO",1196200,78.26,36939.86,422349.027,2.835,0.648,0.053,143,507
"Baseline",2055,"FINL",5469400,399.049,36939.86,422349.027,2.249,0.557,0.103,1107,-3121
"Baseline",2055,"FRAN",69086400,4699.45,36939.86,422349.027,4.65,2.378,3.868,7189,14161
"Baseline",2055,"GEOR",2787300,171.459,36939.86,422349.027,10.116,4.418,0.237,289,348
"Baseline",2055,"GERM",80439000,6321.35,36939.86,422349.027,3.869,1.765,6.043,6726,-24685
"Baseline",2055,"GREE",9666900,561.271,36939.86,422349.027,7.933,2.543,0.42,428,2976
"Baseline",2055,"HUNG",8472000,545.481,36939.86,422349.027,5.417,1.897,2.146,1158,1407
"Baseline",2055,"ICEL",426500,41.848,36939.86,422349.027,3.045,1.691,0.022,64,97
"Baseline",2055,"INDI",1625062000,39506.2,36939.86,422349.027,57.326,41.214,46.043,251679,354783
"Baseline",2055,"INDO",311209300,9962.04,36939.86,422349.027,19.912,19.302,1.507,15706,19563
"Baseline",2055,"IRAN",103547400,2480.96,36939.86,422349.027,71.797,37.477,3.979,15541,15561
"Baseline",2055,"IREL",6065400,1196.38,36939.86,422349.027,2.86,0.736,0.181,929,2464
"Baseline",2055,"ISRA",13575800,1090.98,36939.86,422349.027,29.411,11.437,0.675,2902,3743
"Baseline",2055,"ITAL",55142900,3696.88,36939.86,422349.027,6.535,2.798,2.095,2368,8479
"Baseline",2055,"JAPA",102852000,6732.92,36939.86,422349.027,5.214,2.624,0.042,11176,31166
"Baseline",2055,"KAZA",23802000,1105.99,36939.86,422349.027,14.184,4.975,0.758,1009,-4454
"Baseline",2055,"KENY",87115600,1228.95,36939.86,422349.027,20.383,15.802,0.545,2248,3319
"Baseline",2055,"KORN",NA,NA,36939.86,422349.027,12.277,5.119,1.116,68,99
"Baseline",2055,"KORS",44617100,3225.28,36939.86,422349.027,28.557,19.834,1.571,11370,37458
"Baseline",2055,"KYRG",9286500,116.379,36939.86,422349.027,11.344,4.314,0.808,76,68
"Baseline",2055,"LAOS",9431100,212.777,36939.86,422349.027,7.952,1.369,0.276,1011,1053
"Baseline",2055,"LATV",1399200,85.304,36939.86,422349.027,3.183,0.69,0.143,147,161
"Baseline",2055,"LITH",2038500,148.511,36939.86,422349.027,3.557,0.93,0.54,965,-1488
"Baseline",2055,"LUXE",776300,112.579,36939.86,422349.027,3.423,0.598,0.04,83,397
"Baseline",2055,"MACE",2019200,78.013,36939.86,422349.027,7.412,3.507,0.232,790,872
"Baseline",2055,"MALA",41761300,2274.73,36939.86,422349.027,12.98,11.721,3.457,3333,5009
"Baseline",2055,"MALT",513700,51.435,36939.86,422349.027,12.565,1.412,0,22,22
"Baseline",2055,"MEXI",151052000,5991.12,36939.86,422349.027,14.396,11.5,0.053,18602,22253
"Baseline",2055,"MIDE",228190800,6465.464,36939.86,422349.027,44.17,13.226,4.558,17988,14223
"Baseline",2055,"MOLD",2406800,85.084,36939.86,422349.027,6.191,1.802,0.156,720,1192
"Baseline",2055,"MONG",4743400,129.041,36939.86,422349.027,28.863,20.858,0.116,1290,1361
"Baseline",2055,"MONT",611100,25.121,36939.86,422349.027,5.986,2.182,0.059,467,509
"Baseline",2055,"MYAN",56590900,612.01,36939.86,422349.027,7.983,3.34,0.158,1044,1333
"Baseline",2055,"NAFR",130118400,2714.764,36939.86,422349.027,30.191,15.278,0.511,5021,1142
"Baseline",2055,"NEPA",35188100,525.78,36939.86,422349.027,78.841,59.305,1.861,1832,1957
"Baseline",2055,"NETH",17842400,1538.91,36939.86,422349.027,5.264,1.721,1.319,2956,10458
"Baseline",2055,"NIGE",437798500,4463.05,36939.86,422349.027,41.345,15.297,1.309,3775,8573
"Baseline",2055,"NORW",6205100,601.301,36939.86,422349.027,2.262,0.723,0.066,1675,1863
"Baseline",2055,"NZEL",5859200,429.594,36939.86,422349.027,2.052,0.655,0,874,1088
"Baseline",2055,"PAKI",392058100,5933.57,36939.86,422349.027,99.982,73.045,12.353,6169,17581
"Baseline",2055,"PARA",8709900,252.445,36939.86,422349.027,10.488,4.298,0.017,516,680
"Baseline",2055,"PERU",39693600,1110.19,36939.86,422349.027,20.789,13.227,0.182,1686,2421
"Baseline",2055,"PHIL",158617900,4221.8,36939.86,422349.027,9.219,8.578,0.12,5265,6023
"Baseline",2055,"POLA",34380000,2357.39,36939.86,422349.027,4.5,2.137,4.779,5969,2060
"Baseline",2055,"PORT",9538900,629.613,36939.86,422349.027,5.314,1.731,0.052,521,1341
"Baseline",2055,"ROMA",15359800,987.621,36939.86,422349.027,5.855,2.613,2.751,3116,1678
"Baseline",2055,"RSAF",248493500,2080.149,36939.86,422349.027,17,11.128,1.12,4060,6612
"Baseline",2055,"RUSS",137968700,6780.33,36939.86,422349.027,6.709,3.185,2.928,8478,-14073
"Baseline",2055,"SAAR",50536000,4064.47,36939.86,422349.027,60.829,7.451,1.537,15436,11040
"Baseline",2055,"SAFR",68572300,1948.52,36939.86,422349.027,57.937,54.088,1.157,24315,28398
"Baseline",2055,"SERB",6528600,319.524,36939.86,422349.027,8.239,4.529,3.545,1368,1402
"Baseline",2055,"SING",6650500,881.921,36939.86,422349.027,18.954,11.355,0.257,1864,18890
"Baseline",2055,"SKRE",5103900,302.407,36939.86,422349.027,4.428,0.989,0.779,610,856
"Baseline",2055,"SLOV",2022700,134.959,36939.86,422349.027,4.598,1.304,0.259,265,-152
"Baseline",2055,"SPAI",49656300,3342.91,36939.86,422349.027,5.762,2.069,0.715,4524,8956
"Baseline",2055,"SRIL",23056800,613.92,36939.86,422349.027,14.874,11.47,0.022,648,790
"Baseline",2055,"SWED",11967300,978.927,36939.86,422349.027,2.933,0.852,0.371,1103,146
"Baseline",2055,"SWIT",9837600,867.272,36939.86,422349.027,4.016,2.055,0.301,2329,772
"Baseline",2055,"TAIW",NA,NA,36939.86,422349.027,25.817,23.563,0.067,8212,36434
"Baseline",2055,"TAJI",15221400,168.583,36939.86,422349.027,20.77,4.551,0.473,90,89
"Baseline",2055,"TANZ",134956800,1120.89,36939.86,422349.027,17.72,13.641,0.71,2219,3689
"Baseline",2055,"THAI",65911200,2539.44,36939.86,422349.027,12.025,8.758,1.099,11944,13851
"Baseline",2055,"TKME",8751000,190.17,36939.86,422349.027,27.949,3.05,0.23,58,-72
"Baseline",2055,"TURK",96594100,6625.36,36939.86,422349.027,12.617,7.902,3.332,14828,16253
"Baseline",2055,"UKRA",34101700,1083.45,36939.86,422349.027,6.906,3.102,3.665,3960,4487
"Baseline",2055,"UNKI",73757300,5695.34,36939.86,422349.027,3.964,1.969,2.251,5682,16229
"Baseline",2055,"URUG",3227000,146.429,36939.86,422349.027,6.304,4.089,0.179,358,477
"Baseline",2055,"USAM",382280300,34738.4,36939.86,422349.027,6.362,3.518,1.16,93528,150863
"Baseline",2055,"UZBE",48361400,1097.21,36939.86,422349.027,16.657,4.192,3.049,727,633
"Baseline",2055,"VENE",NA,NA,36939.86,422349.027,12.566,8.779,0.199,3415,3135
"Baseline",2055,"VIET",107545500,4384.66,36939.86,422349.027,24.808,22.138,4.84,25165,27456
"Baseline",2055,"WAFR",756182100,5658.905,36939.86,422349.027,39.617,15.633,0.534,7057,15669
"Delayed Action",2055,"AFGH",81388000,636.786,10918,168442.69,30.482,14.484,0.477,NA,NA
"Delayed Action",2055,"ALBA",2152900,91.855,10918,168442.69,6.222,2.452,0.153,NA,NA
