"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Integrated Action",2090,"MALT",443200,58.661,-5818.776,129950.921,9.384,0.708,0,17,9
"Integrated Action",2090,"MEXI",148889300,10344.9,-5818.776,129950.921,5.964,3.373,0.012,5442,77208
"Integrated Action",2090,"MIDE",258396000,13969.474,-5818.776,129950.921,31.476,2.98,1.045,3356,152028
"Integrated Action",2090,"MOLD",1886400,109.999,-5818.776,129950.921,3.146,0.441,0.031,573,1042
"Integrated Action",2090,"MONG",5359900,332.772,-5818.776,129950.921,10,2.032,0.008,223,458
"Integrated Action",2090,"MONT",558800,33.192,-5818.776,129950.921,3.395,0.477,0.01,29,36
"Integrated Action",2090,"MYAN",48914400,1470.83,-5818.776,129950.921,4.614,0.936,0.03,1078,2534
"Integrated Action",2090,"NAFR",131714000,7217.907,-5818.776,129950.921,16.294,2.713,0.102,1833,78084
"Integrated Action",2090,"NEPA",33523100,1629.47,-5818.776,129950.921,14.713,9,0.346,1137,2317
"Integrated Action",2090,"NETH",17760700,1891.43,-5818.776,129950.921,4.546,2.49,1.86,1766,1938
"Integrated Action",2090,"NIGE",660151900,17947.7,-5818.776,129950.921,28.327,3.006,0.234,2104,44691
"Integrated Action",2090,"NORW",6639600,853.153,-5818.776,129950.921,2.09,0.775,0.033,801,603
"Integrated Action",2090,"NZEL",6102300,639.789,-5818.776,129950.921,1.595,0.338,0,617,1251
"Integrated Action",2090,"PAKI",482800300,22896.3,-5818.776,129950.921,35.006,12.254,1.797,6153,4569
"Integrated Action",2090,"PARA",8659700,522.176,-5818.776,129950.921,5.773,1.181,0.004,538,1050
"Integrated Action",2090,"PERU",37644200,2273.05,-5818.776,129950.921,11.263,4.13,0.054,1698,3207
"Integrated Action",2090,"PHIL",166372400,8575.76,-5818.776,129950.921,2.444,1.977,0.022,2496,12474
"Integrated Action",2090,"POLA",28760500,2548.62,-5818.776,129950.921,2.649,1.049,1.817,2188,-4442
"Integrated Action",2090,"PORT",8786900,814.872,-5818.776,129950.921,3.604,0.798,0.024,440,166
"Integrated Action",2090,"ROMA",11881700,1119.44,-5818.776,129950.921,3.371,1.16,0.639,711,-987
"Integrated Action",2090,"RSAF",314790600,8308.372,-5818.776,129950.921,6.673,2.3,0.161,2422,20089
"Integrated Action",2090,"RUSS",128543700,11380.7,-5818.776,129950.921,4.507,1.299,0.791,7101,39683
"Integrated Action",2090,"SAAR",49475800,4935.7,-5818.776,129950.921,51.221,0.889,0.155,1778,152708
"Integrated Action",2090,"SAFR",61938100,4484.01,-5818.776,129950.921,7.46,4.531,0.086,3278,74981
"Integrated Action",2090,"SERB",5834000,480.399,-5818.776,129950.921,4.005,1.636,0.773,805,145
"Integrated Action",2090,"SING",5975100,752.979,-5818.776,129950.921,5.321,3.198,0.072,875,9319
"Integrated Action",2090,"SKRE",4422900,383.048,-5818.776,129950.921,2.468,0.442,0.281,274,182
"Integrated Action",2090,"SLOV",1847800,158.815,-5818.776,129950.921,2.967,0.807,0.114,134,-408
"Integrated Action",2090,"SPAI",47666300,4757.45,-5818.776,129950.921,4.519,1.637,0.392,2434,2824
"Integrated Action",2090,"SRIL",21058200,1219.14,-5818.776,129950.921,3.552,2.127,0.005,642,3959
"Integrated Action",2090,"SWED",13179000,1406.92,-5818.776,129950.921,2.635,1.081,0.394,505,-730
"Integrated Action",2090,"SWIT",10387700,1128.67,-5818.776,129950.921,3.755,2.307,0.478,1568,-388
"Integrated Action",2090,"TAIW",NA,NA,-5818.776,129950.921,7.796,7.288,0.015,3460,23530
"Integrated Action",2090,"TAJI",16962400,505.098,-5818.776,129950.921,16.662,1.404,0.194,191,1948
"Integrated Action",2090,"TANZ",189580400,4859.53,-5818.776,129950.921,6.808,3.467,0.085,965,5824
"Integrated Action",2090,"THAI",50066600,3303.39,-5818.776,129950.921,3.448,2.074,0.233,5519,19189
"Integrated Action",2090,"TKME",9180900,330.619,-5818.776,129950.921,25.141,0.637,0.055,421,848
"Integrated Action",2090,"TURK",87807500,8616.89,-5818.776,129950.921,7.068,3.11,1.134,5239,9231
"Integrated Action",2090,"UKRA",28579200,1923.03,-5818.776,129950.921,3.893,0.968,1.149,3313,3284
"Integrated Action",2090,"UNKI",77728400,9240.1,-5818.776,129950.921,2.732,1.257,0.83,2217,2826
"Integrated Action",2090,"URUG",2653600,184.06,-5818.776,129950.921,2.652,1.109,0.036,299,2163
"Integrated Action",2090,"USAM",406645200,47931.4,-5818.776,129950.921,4.33,1.78,0.472,35823,73159
"Integrated Action",2090,"UZBE",51850500,2455.8,-5818.776,129950.921,13.426,1.72,1.175,835,1080
"Integrated Action",2090,"VENE",NA,NA,-5818.776,129950.921,5.155,1.764,0.035,1826,3723
"Integrated Action",2090,"VIET",96590100,6839.04,-5818.776,129950.921,4.508,3.787,0.602,5252,12913
"Integrated Action",2090,"WAFR",1066057200,24219.199,-5818.776,129950.921,25.965,3.422,0.075,4657,33569
"Long-term Climate Action",2090,"AFGH",104968900,3506.2,-5818.776,319877.811,35.269,18.813,0.657,189,265
"Long-term Climate Action",2090,"ALBA",1552900,119.398,-5818.776,319877.811,8.176,3.745,0.373,262,280
"Long-term Climate Action",2090,"ARGE",49413400,4024.78,-5818.776,319877.811,5.205,2.682,0.247,1463,2436
"Long-term Climate Action",2090,"ARME",2175400,171.409,-5818.776,319877.811,9.2,2.38,0.169,19,21
"Long-term Climate Action",2090,"AUST",8969100,988.342,-5818.776,319877.811,4.485,1.611,1.076,455,1176
"Long-term Climate Action",2090,"AUTR",35026800,4786.71,-5818.776,319877.811,2.828,1.02,0,2461,7411
"Long-term Climate Action",2090,"AZER",10059100,586.609,-5818.776,319877.811,15.063,2.188,0.862,259,240
"Long-term Climate Action",2090,"BANG",180753900,11037.7,-5818.776,319877.811,50.038,30.299,0.824,173,609
"Long-term Climate Action",2090,"BELA",7570700,432.236,-5818.776,319877.811,5.262,2.375,0.784,259,266
"Long-term Climate Action",2090,"BELG",12742300,1223.75,-5818.776,319877.811,5.623,1.977,1.513,971,902
"Long-term Climate Action",2090,"BHUT",725800,41.656,-5818.776,319877.811,3.792,0.762,0.027,8,12
"Long-term Climate Action",2090,"BOHE",1835800,93.325,-5818.776,319877.811,6.343,2.756,1.368,389,414
"Long-term Climate Action",2090,"BOLV",16713300,862.098,-5818.776,319877.811,7.293,2.701,0.002,94,170
"Long-term Climate Action",2090,"BRAZ",193427100,16329,-5818.776,319877.811,8.192,5.192,0.855,8151,13222
"Long-term Climate Action",2090,"BRUN",536100,50.618,-5818.776,319877.811,2.989,1.397,0.002,57,64
"Long-term Climate Action",2090,"BULG",4373100,408.458,-5818.776,319877.811,6.156,2.288,1.245,255,-352
"Long-term Climate Action",2090,"CAMB",19436100,1295.88,-5818.776,319877.811,7.379,2.687,0.098,428,540
"Long-term Climate Action",2090,"CANA",44839700,5507.46,-5818.776,319877.811,6.8,4.124,0.157,3544,15402
"Long-term Climate Action",2090,"CARB",45771700,3335.438,-5818.776,319877.811,5.985,2.799,0.098,348,748
"Long-term Climate Action",2090,"CEAM",65539700,4007.527,-5818.776,319877.811,6.345,3.902,0.009,560,1036
"Long-term Climate Action",2090,"CHIL",17592400,1469.98,-5818.776,319877.811,11.462,11.303,0.127,1117,2171
"Long-term Climate Action",2090,"CHIN",893942400,70825.94,-5818.776,319877.811,13.784,10.53,6.751,53825,76960
"Long-term Climate Action",2090,"COLO",52086900,4349.96,-5818.776,319877.811,7.408,5.503,0.016,1341,1773
"Long-term Climate Action",2090,"CROA",2798400,218.153,-5818.776,319877.811,5.093,1.032,1.112,78,135
"Long-term Climate Action",2090,"CYPR",1390700,128.116,-5818.776,319877.811,8.536,0.72,0.002,43,182
"Long-term Climate Action",2090,"CZRE",9230300,856.908,-5818.776,319877.811,4.203,1.224,1.558,463,1249
"Long-term Climate Action",2090,"DENM",6577200,726.817,-5818.776,319877.811,3.873,0.952,0.422,688,1315
"Long-term Climate Action",2090,"EAFR",716447200,15817.821,-5818.776,319877.811,24.254,5.156,0.267,2151,6172
"Long-term Climate Action",2090,"ECUA",21174300,1077.36,-5818.776,319877.811,5.171,3.09,0.005,792,972
"Long-term Climate Action",2090,"EGYP",199496200,20387.6,-5818.776,319877.811,43.503,18.77,1.848,653,3277
"Long-term Climate Action",2090,"ESTO",1067500,87.313,-5818.776,319877.811,2.851,0.63,0.051,16,258
"Long-term Climate Action",2090,"FINL",5488200,557.168,-5818.776,319877.811,2.376,0.64,0.099,369,-3294
"Long-term Climate Action",2090,"FRAN",72352700,6788.98,-5818.776,319877.811,5.304,2.933,4.712,4020,6720
"Long-term Climate Action",2090,"GEOR",2167600,197.699,-5818.776,319877.811,9.323,3.658,0.205,234,280
"Long-term Climate Action",2090,"GERM",75646900,8099.74,-5818.776,319877.811,4.316,2.014,7.143,2999,-22175
"Long-term Climate Action",2090,"GREE",8668500,725.539,-5818.776,319877.811,8.654,3.249,0.443,150,1690
"Long-term Climate Action",2090,"HUNG",7125700,614.548,-5818.776,319877.811,5.731,2.137,2.556,320,367
"Long-term Climate Action",2090,"ICEL",450400,54.676,-5818.776,319877.811,3.092,1.737,0.024,40,59
"Long-term Climate Action",2090,"INDI",1468261300,80114.6,-5818.776,319877.811,37.602,25.812,28.958,38288,55970
"Long-term Climate Action",2090,"INDO",286517000,16623.8,-5818.776,319877.811,17.872,17.266,1.157,5029,6840
"Long-term Climate Action",2090,"IRAN",94618500,3741.6,-5818.776,319877.811,54.98,21.296,1.735,6192,8204
"Long-term Climate Action",2090,"IREL",6617400,1786.1,-5818.776,319877.811,2.935,0.793,0.173,454,1266
"Long-term Climate Action",2090,"ISRA",17963300,2081.99,-5818.776,319877.811,30.567,13.383,0.605,100,569
"Long-term Climate Action",2090,"ITAL",49440900,4558.57,-5818.776,319877.811,7.137,3.295,2.408,1628,3744
"Long-term Climate Action",2090,"JAPA",80412200,7593.82,-5818.776,319877.811,4.883,2.748,0.051,6055,16628
"Long-term Climate Action",2090,"KAZA",24902200,1957.78,-5818.776,319877.811,13.219,3.986,0.771,534,502
"Long-term Climate Action",2090,"KENY",99692600,3886.4,-5818.776,319877.811,9.206,5.184,0.168,453,1159
"Long-term Climate Action",2090,"KORN",NA,NA,-5818.776,319877.811,7.725,3.073,0.51,10,24
"Long-term Climate Action",2090,"KORS",30747900,2919.65,-5818.776,319877.811,16.198,9.758,0.615,2993,6611
"Long-term Climate Action",2090,"KYRG",10067400,317.334,-5818.776,319877.811,13.442,6.442,0.915,38,38
"Long-term Climate Action",2090,"LAOS",8927900,512.492,-5818.776,319877.811,6.32,0.806,0.108,285,303
"Long-term Climate Action",2090,"LATV",1152400,103.925,-5818.776,319877.811,3.104,0.582,0.142,18,20
"Long-term Climate Action",2090,"LITH",1620300,145.458,-5818.776,319877.811,3.555,0.888,0.54,347,-1216
"Long-term Climate Action",2090,"LUXE",813000,124.447,-5818.776,319877.811,3.96,0.77,0.04,40,165
"Long-term Climate Action",2090,"MACE",1777000,143.075,-5818.776,319877.811,7.766,3.8,0.221,342,385
"Long-term Climate Action",2090,"MALA",41311900,3266.09,-5818.776,319877.811,11.746,10.63,3.187,983,1844
"Long-term Climate Action",2090,"MALT",443200,58.661,-5818.776,319877.811,12.727,1.52,0,10,8
"Long-term Climate Action",2090,"MEXI",148889300,10344.9,-5818.776,319877.811,10.682,7.806,0.033,4289,6891
"Long-term Climate Action",2090,"MIDE",258396000,13969.474,-5818.776,319877.811,37.282,7.432,2.644,1371,5290
"Long-term Climate Action",2090,"MOLD",1886400,109.999,-5818.776,319877.811,5.355,1.028,0.105,508,840
"Long-term Climate Action",2090,"MONG",5359900,332.772,-5818.776,319877.811,11.77,3.793,0.017,40,75
"Long-term Climate Action",2090,"MONT",558800,33.192,-5818.776,319877.811,4.509,0.662,0.022,25,43
"Long-term Climate Action",2090,"MYAN",48914400,1470.83,-5818.776,319877.811,7.402,2.979,0.119,383,525
"Long-term Climate Action",2090,"NAFR",131714000,7217.907,-5818.776,319877.811,21.843,6.992,0.233,559,4299
"Long-term Climate Action",2090,"NEPA",33523100,1629.47,-5818.776,319877.811,39.183,26.171,0.879,252,312
"Long-term Climate Action",2090,"NETH",17760700,1891.43,-5818.776,319877.811,6.075,2.28,1.734,1609,2857
"Long-term Climate Action",2090,"NIGE",660151900,17947.7,-5818.776,319877.811,31.304,5.531,0.488,657,5054
"Long-term Climate Action",2090,"NORW",6639600,853.153,-5818.776,319877.811,2.584,1.021,0.074,778,1000
"Long-term Climate Action",2090,"NZEL",6102300,639.789,-5818.776,319877.811,2.075,0.678,0,522,649
"Long-term Climate Action",2090,"PAKI",482800300,22896.3,-5818.776,319877.811,64.791,39.881,6.379,611,1603
"Long-term Climate Action",2090,"PARA",8659700,522.176,-5818.776,319877.811,8.619,3.213,0.013,152,244
"Long-term Climate Action",2090,"PERU",37644200,2273.05,-5818.776,319877.811,17.138,9.615,0.154,506,1049
"Long-term Climate Action",2090,"PHIL",166372400,8575.76,-5818.776,319877.811,6.203,5.559,0.061,1517,1891
"Long-term Climate Action",2090,"POLA",28760500,2548.62,-5818.776,319877.811,4.595,2.123,4.918,1199,-1628
"Long-term Climate Action",2090,"PORT",8786900,814.872,-5818.776,319877.811,5.11,1.504,0.06,294,645
"Long-term Climate Action",2090,"ROMA",11881700,1119.44,-5818.776,319877.811,5.699,2.452,2.796,669,-260
"Long-term Climate Action",2090,"RSAF",314790600,8308.372,-5818.776,319877.811,9.688,4.735,0.46,882,2631
"Long-term Climate Action",2090,"RUSS",128543700,11380.7,-5818.776,319877.811,6.526,3.009,2.647,3803,-2165
"Long-term Climate Action",2090,"SAAR",49475800,4935.7,-5818.776,319877.811,54.599,2.744,0.405,850,3110
"Long-term Climate Action",2090,"SAFR",61938100,4484.01,-5818.776,319877.811,10.423,7.024,0.141,2432,5858
"Long-term Climate Action",2090,"SERB",5834000,480.399,-5818.776,319877.811,7.972,4.17,3.582,680,685
"Long-term Climate Action",2090,"SING",5975100,752.979,-5818.776,319877.811,17.298,10.24,0.222,824,9021
"Long-term Climate Action",2090,"SKRE",4422900,383.048,-5818.776,319877.811,4.638,1.022,0.843,196,243
"Long-term Climate Action",2090,"SLOV",1847800,158.815,-5818.776,319877.811,4.868,1.338,0.265,80,-217
"Long-term Climate Action",2090,"SPAI",47666300,4757.45,-5818.776,319877.811,6.128,2.4,0.748,2444,4298
"Long-term Climate Action",2090,"SRIL",21058200,1219.14,-5818.776,319877.811,9.988,7.679,0.011,117,215
"Long-term Climate Action",2090,"SWED",13179000,1406.92,-5818.776,319877.811,3.337,1.212,0.525,500,-650
"Long-term Climate Action",2090,"SWIT",10387700,1128.67,-5818.776,319877.811,5.239,3.072,0.577,1000,-633
"Long-term Climate Action",2090,"TAIW",NA,NA,-5818.776,319877.811,19.98,18.001,0.036,2779,11857
"Long-term Climate Action",2090,"TAJI",16962400,505.098,-5818.776,319877.811,24.19,7.934,0.566,46,46
"Long-term Climate Action",2090,"TANZ",189580400,4859.53,-5818.776,319877.811,9.562,5.946,0.227,510,1509
"Long-term Climate Action",2090,"THAI",50066600,3303.39,-5818.776,319877.811,8.217,5.655,0.658,4460,5440
"Long-term Climate Action",2090,"TKME",9180900,330.619,-5818.776,319877.811,28.812,3.926,0.242,29,27
"Long-term Climate Action",2090,"TURK",87807500,8616.89,-5818.776,319877.811,12.396,7.686,3.423,3628,4285
"Long-term Climate Action",2090,"UKRA",28579200,1923.03,-5818.776,319877.811,6.367,2.563,3.448,2367,2780
"Long-term Climate Action",2090,"UNKI",77728400,9240.1,-5818.776,319877.811,4.207,2.104,2.133,2027,6478
"Long-term Climate Action",2090,"URUG",2653600,184.06,-5818.776,319877.811,4.883,3.023,0.152,103,191
"Long-term Climate Action",2090,"USAM",406645200,47931.4,-5818.776,319877.811,6.247,3.413,1.113,32459,55702
"Long-term Climate Action",2090,"UZBE",51850500,2455.8,-5818.776,319877.811,16.49,3.912,3.003,528,537
"Long-term Climate Action",2090,"VENE",NA,NA,-5818.776,319877.811,8.229,4.475,0.082,424,791
"Long-term Climate Action",2090,"VIET",96590100,6839.04,-5818.776,319877.811,11.816,9.921,2.519,4127,5159
"Long-term Climate Action",2090,"WAFR",1066057200,24219.199,-5818.776,319877.811,29.761,6.338,0.216,1897,7404
"Baseline",2100,"AFGH",106116800,4807.86,35712.965,497033.957,70.46,53.012,2.269,1276,1362
"Baseline",2100,"ALBA",1434300,124.874,35712.965,497033.957,9.321,4.768,0.421,585,603
"Baseline",2100,"ARGE",47798200,4667.69,35712.965,497033.957,6.662,3.488,0.321,2520,3515
"Baseline",2100,"ARME",2135200,188.598,35712.965,497033.957,9.937,2.956,0.18,17,19
"Baseline",2100,"AUST",8721100,1026.57,35712.965,497033.957,4.529,1.631,1.058,526,1345
"Baseline",2100,"AUTR",34921500,5240.72,35712.965,497033.957,2.946,1.138,0,2784,5928
"Baseline",2100,"AZER",9673500,684.393,35712.965,497033.957,15.381,2.386,0.894,159,-623
"Baseline",2100,"BANG",171297300,12400.8,35712.965,497033.957,77.957,45.715,1.641,583,1053
"Baseline",2100,"BELA",7293700,499.257,35712.965,497033.957,4.629,1.616,0.748,127,123
"Baseline",2100,"BELG",12607800,1288.83,35712.965,497033.957,5.511,2.031,1.488,954,912
"Baseline",2100,"BHUT",668000,45.707,35712.965,497033.957,7.538,3.389,0.193,42,46
"Baseline",2100,"BOHE",1722500,95.182,35712.965,497033.957,6.92,3.217,1.709,899,922
"Baseline",2100,"BOLV",16335500,1079.98,35712.965,497033.957,8.327,3.633,0.004,169,239
"Baseline",2100,"BRAZ",182011200,18756.4,35712.965,497033.957,16.358,13.358,4.476,21373,26440
"Baseline",2100,"BRUN",527800,52.897,35712.965,497033.957,3.317,1.733,0.005,45,46
"Baseline",2100,"BULG",4196300,443.004,35712.965,497033.957,6.797,2.741,1.473,537,-96
"Baseline",2100,"CAMB",18518900,1576.47,35712.965,497033.957,9.01,3.497,0.124,558,673
"Baseline",2100,"CANA",44290500,5929.91,35712.965,497033.957,7.239,4.534,0.159,5857,8272
"Baseline",2100,"CARB",44222100,3925.961,35712.965,497033.957,7.012,3.819,0.156,682,1106
"Baseline",2100,"CEAM",63570000,4739.548,35712.965,497033.957,7.838,5.361,0.012,951,1450
"Baseline",2100,"CHIL",16482400,1560.93,35712.965,497033.957,18.393,18.217,0.256,2069,3117
"Baseline",2100,"CHIN",806388800,71841.311,35712.965,497033.957,17.288,13.878,9.864,124418,147004
"Baseline",2100,"COLO",49607400,4863.16,35712.965,497033.957,9.305,7.269,0.021,2381,2487
"Baseline",2100,"CROA",2678800,226.82,35712.965,497033.957,5.36,1.116,1.179,203,260
"Baseline",2100,"CYPR",1336700,140.015,35712.965,497033.957,8.631,0.689,0.002,53,197
"Baseline",2100,"CZRE",9021400,896.325,35712.965,497033.957,4.323,1.321,1.653,882,1692
"Baseline",2100,"DENM",6591500,759.998,35712.965,497033.957,3.943,1.046,0.479,751,1400
"Baseline",2100,"EAFR",730184500,21453.486,35712.965,497033.957,28.968,9.11,0.497,6047,10458
"Baseline",2100,"ECUA",20392900,1266.06,35712.965,497033.957,7.001,4.869,0.008,1396,1540
"Baseline",2100,"EGYP",200998200,24978.5,35712.965,497033.957,51.491,26.022,2.443,1426,4032
"Baseline",2100,"ESTO",1035700,87.26,35712.965,497033.957,3.001,0.763,0.059,85,337
"Baseline",2100,"FINL",5447200,592.659,35712.965,497033.957,2.347,0.627,0.089,406,-3512
"Baseline",2100,"FRAN",72904100,7409.39,35712.965,497033.957,5.434,3.082,4.408,4277,7284
"Baseline",2100,"GEOR",2099200,207.676,35712.965,497033.957,9.443,3.659,0.232,122,174
"Baseline",2100,"GERM",73462000,8334.55,35712.965,497033.957,4.245,1.989,6.503,3162,-22713
"Baseline",2100,"GREE",8354100,749.316,35712.965,497033.957,8.873,3.33,0.448,281,1895
"Baseline",2100,"HUNG",6760900,611.43,35712.965,497033.957,5.964,2.141,2.485,689,725
"Baseline",2100,"ICEL",450700,56.182,35712.965,497033.957,3.037,1.682,0.022,54,74
"Baseline",2100,"INDI",1391608000,89939.4,35712.965,497033.957,65.157,46.893,47.471,126579,278029
"Baseline",2100,"INDO",273354300,18054.4,35712.965,497033.957,21.314,20.705,1.728,6193,7906
"Baseline",2100,"IRAN",91055300,4120.7,35712.965,497033.957,73.667,38.98,4.488,6198,7901
"Baseline",2100,"IREL",6675900,1875.57,35712.965,497033.957,3.058,0.886,0.197,586,1454
"Baseline",2100,"ISRA",19074900,2401.1,35712.965,497033.957,34.049,15.02,0.717,1072,1557
"Baseline",2100,"ITAL",47781300,4690.49,35712.965,497033.957,7.32,3.471,2.449,2023,4398
"Baseline",2100,"JAPA",75040900,7688.36,35712.965,497033.957,6.151,3.509,0.074,6741,16969
"Baseline",2100,"KAZA",24968800,2293.84,35712.965,497033.957,13.975,4.691,0.868,327,-3176
"Baseline",2100,"KENY",99074000,4950.03,35712.965,497033.957,17.285,12.877,0.452,1730,2530
"Baseline",2100,"KORN",NA,NA,35712.965,497033.957,11.783,4.798,1.065,33,46
"Baseline",2100,"KORS",27507700,2741.39,35712.965,497033.957,35.315,27.173,2.153,6838,17082
"Baseline",2100,"KYRG",10075300,402.135,35712.965,497033.957,10.883,3.705,0.772,38,34
"Baseline",2100,"LAOS",8599400,609.004,35712.965,497033.957,7.474,1.207,0.215,382,401
"Baseline",2100,"LATV",1103400,109.638,35712.965,497033.957,3.278,0.678,0.167,88,91
"Baseline",2100,"LITH",1560900,145.378,35712.965,497033.957,3.782,1.059,0.651,604,-1010
"Baseline",2100,"LUXE",796500,124.865,35712.965,497033.957,3.758,0.701,0.04,50,180
"Baseline",2100,"MACE",1700300,162.705,35712.965,497033.957,7.511,3.361,0.245,506,550
"Baseline",2100,"MALA",39857000,3490.31,35712.965,497033.957,12.983,11.733,3.591,1185,1872
"Baseline",2100,"MALT",412400,58.978,35712.965,497033.957,12.875,1.644,0,16,13
"Baseline",2100,"MEXI",145736800,11285.3,35712.965,497033.957,17.708,14.816,0.086,9597,12165
"Baseline",2100,"MIDE",257402700,16428.692,35712.965,497033.957,46.695,15.582,7.352,7419,9627
"Baseline",2100,"MOLD",1789500,116.787,35712.965,497033.957,5.439,0.834,0.102,172,543
"Baseline",2100,"MONG",5415400,412.447,35712.965,497033.957,19.932,11.941,0.066,340,369
"Baseline",2100,"MONT",541200,35.65,35712.965,497033.957,5.369,1.389,0.053,299,317
"Baseline",2100,"MYAN",46355600,1772.66,35712.965,497033.957,8.449,3.741,0.148,358,509
"Baseline",2100,"NAFR",129537000,9083.721,35712.965,497033.957,29.046,14.121,0.453,2023,4525
"Baseline",2100,"NEPA",32442100,2050.13,35712.965,497033.957,87.736,66.832,2.111,980,1042
"Baseline",2100,"NETH",17521700,1923.38,35712.965,497033.957,5.48,1.73,1.344,1509,2835
"Baseline",2100,"NIGE",696729700,24747.4,35712.965,497033.957,39.919,13.906,1.458,2937,8324
"Baseline",2100,"NORW",6636800,904.03,35712.965,497033.957,2.657,1.09,0.074,1198,1365
"Baseline",2100,"NZEL",6026000,675.313,35712.965,497033.957,2.139,0.742,0,594,714
