"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Baseline",2055,"HUNG","HUNG",1.897,2.146,1158,1407
"Baseline",2055,"ICEL","ICEL",1.691,0.022,64,97
"Baseline",2055,"INDI","INDI",41.214,46.043,251679,354783
"Baseline",2055,"INDO","INDO",19.302,1.507,15706,19563
"Baseline",2055,"IRAN","IRAN",37.477,3.979,15541,15561
"Baseline",2055,"IREL","IREL",0.736,0.181,929,2464
"Baseline",2055,"ISRA","ISRA",11.437,0.675,2902,3743
"Baseline",2055,"ITAL","ITAL",2.798,2.095,2368,8479
"Baseline",2055,"JAPA","JAPA",2.624,0.042,11176,31166
"Baseline",2055,"KAZA","KAZA",4.975,0.758,1009,-4454
"Baseline",2055,"KENY","KENY",15.802,0.545,2248,3319
"Baseline",2055,"KORN","KORN",5.119,1.116,68,99
"Baseline",2055,"KORS","KORS",19.834,1.571,11370,37458
"Baseline",2055,"KYRG","KYRG",4.314,0.808,76,68
"Baseline",2055,"LAOS","LAOS",1.369,0.276,1011,1053
"Baseline",2055,"LATV","LATV",0.69,0.143,147,161
"Baseline",2055,"LITH","LITH",0.93,0.54,965,-1488
"Baseline",2055,"LUXE","LUXE",0.598,0.04,83,397
"Baseline",2055,"MACE","MACE",3.507,0.232,790,872
"Baseline",2055,"MALA","MALA",11.721,3.457,3333,5009
"Baseline",2055,"MALT","MALT",1.412,0,22,22
"Baseline",2055,"MEXI","MEXI",11.5,0.053,18602,22253
"Baseline",2055,"MIDE","MIDE",13.226,4.558,17988,14223
"Baseline",2055,"MOLD","MOLD",1.802,0.156,720,1192
"Baseline",2055,"MONG","MONG",20.858,0.116,1290,1361
"Baseline",2055,"MONT","MONT",2.182,0.059,467,509
"Baseline",2055,"MYAN","MYAN",3.34,0.158,1044,1333
"Baseline",2055,"NAFR","NAFR",15.278,0.511,5021,1142
"Baseline",2055,"NEPA","NEPA",59.305,1.861,1832,1957
"Baseline",2055,"NETH","NETH",1.721,1.319,2956,10458
"Baseline",2055,"NIGE","NIGE",15.297,1.309,3775,8573
"Baseline",2055,"NORW","NORW",0.723,0.066,1675,1863
"Baseline",2055,"NZEL","NZEL",0.655,0,874,1088
"Baseline",2055,"PAKI","PAKI",73.045,12.353,6169,17581
"Baseline",2055,"PARA","PARA",4.298,0.017,516,680
"Baseline",2055,"PERU","PERU",13.227,0.182,1686,2421
"Baseline",2055,"PHIL","PHIL",8.578,0.12,5265,6023
"Baseline",2055,"POLA","POLA",2.137,4.779,5969,2060
"Baseline",2055,"PORT","PORT",1.731,0.052,521,1341
"Baseline",2055,"ROMA","ROMA",2.613,2.751,3116,1678
"Baseline",2055,"RSAF","RSAF",11.128,1.12,4060,6612
"Baseline",2055,"RUSS","RUSS",3.185,2.928,8478,-14073
"Baseline",2055,"SAAR","SAAR",7.451,1.537,15436,11040
"Baseline",2055,"SAFR","SAFR",54.088,1.157,24315,28398
"Baseline",2055,"SERB","SERB",4.529,3.545,1368,1402
"Baseline",2055,"SING","SING",11.355,0.257,1864,18890
"Baseline",2055,"SKRE","SKRE",0.989,0.779,610,856
"Baseline",2055,"SLOV","SLOV",1.304,0.259,265,-152
"Baseline",2055,"SPAI","SPAI",2.069,0.715,4524,8956
"Baseline",2055,"SRIL","SRIL",11.47,0.022,648,790
"Baseline",2055,"SWED","SWED",0.852,0.371,1103,146
"Baseline",2055,"SWIT","SWIT",2.055,0.301,2329,772
"Baseline",2055,"TAIW","TAIW",23.563,0.067,8212,36434
"Baseline",2055,"TAJI","TAJI",4.551,0.473,90,89
"Baseline",2055,"TANZ","TANZ",13.641,0.71,2219,3689
"Baseline",2055,"THAI","THAI",8.758,1.099,11944,13851
"Baseline",2055,"TKME","TKME",3.05,0.23,58,-72
"Baseline",2055,"TURK","TURK",7.902,3.332,14828,16253
"Baseline",2055,"UKRA","UKRA",3.102,3.665,3960,4487
"Baseline",2055,"UNKI","UNKI",1.969,2.251,5682,16229
"Baseline",2055,"URUG","URUG",4.089,0.179,358,477
"Baseline",2055,"USAM","USAM",3.518,1.16,93528,150863
"Baseline",2055,"UZBE","UZBE",4.192,3.049,727,633
"Baseline",2055,"VENE","VENE",8.779,0.199,3415,3135
"Baseline",2055,"VIET","VIET",22.138,4.84,25165,27456
"Baseline",2055,"WAFR","WAFR",15.633,0.534,7057,15669
"Delayed Action",2055,"AFGH","AFGH",14.484,0.477,NA,NA
"Delayed Action",2055,"ALBA","ALBA",2.452,0.153,NA,NA
"Delayed Action",2055,"ARGE","ARGE",2.488,0.174,NA,NA
"Delayed Action",2055,"ARME","ARME",1.645,0.086,NA,NA
"Delayed Action",2055,"AUST","AUST",0.938,0.586,NA,NA
"Delayed Action",2055,"AUTR","AUTR",0.626,0,NA,NA
"Delayed Action",2055,"AZER","AZER",1.329,0.457,NA,NA
"Delayed Action",2055,"BANG","BANG",10.45,0.367,NA,NA
"Delayed Action",2055,"BELA","BELA",0.801,0.363,NA,NA
"Delayed Action",2055,"BELG","BELG",1.153,0.828,NA,NA
"Delayed Action",2055,"BHUT","BHUT",1.479,0.053,NA,NA
"Delayed Action",2055,"BOHE","BOHE",1.436,0.433,NA,NA
"Delayed Action",2055,"BOLV","BOLV",1.651,0.001,NA,NA
"Delayed Action",2055,"BRAZ","BRAZ",2.456,0.392,NA,NA
"Delayed Action",2055,"BRUN","BRUN",0.753,0.001,NA,NA
"Delayed Action",2055,"BULG","BULG",0.985,0.33,NA,NA
"Delayed Action",2055,"CAMB","CAMB",1.197,0.043,NA,NA
"Delayed Action",2055,"CANA","CANA",2.047,0.091,NA,NA
"Delayed Action",2055,"CARB","CARB",1.459,0.049,NA,NA
"Delayed Action",2055,"CEAM","CEAM",2.146,0.004,NA,NA
"Delayed Action",2055,"CHIL","CHIL",4.472,0.07,NA,NA
"Delayed Action",2055,"CHIN","CHIN",6.989,4.523,NA,NA
"Delayed Action",2055,"COLO","COLO",3.489,0.006,NA,NA
"Delayed Action",2055,"CROA","CROA",0.503,0.332,NA,NA
"Delayed Action",2055,"CYPR","CYPR",0.375,0.001,NA,NA
"Delayed Action",2055,"CZRE","CZRE",0.618,0.605,NA,NA
"Delayed Action",2055,"DENM","DENM",0.477,0.204,NA,NA
"Delayed Action",2055,"EAFR","EAFR",3.395,0.173,NA,NA
"Delayed Action",2055,"ECUA","ECUA",2.136,0.003,NA,NA
"Delayed Action",2055,"EGYP","EGYP",4.792,0.51,NA,NA
"Delayed Action",2055,"ESTO","ESTO",0.436,0.02,NA,NA
"Delayed Action",2055,"FINL","FINL",0.469,0.069,NA,NA
"Delayed Action",2055,"FRAN","FRAN",1.784,2.142,NA,NA
"Delayed Action",2055,"GEOR","GEOR",1.426,0.068,NA,NA
"Delayed Action",2055,"GERM","GERM",1.122,3.382,NA,NA
"Delayed Action",2055,"GREE","GREE",1.912,0.208,NA,NA
"Delayed Action",2055,"HUNG","HUNG",1.113,0.861,NA,NA
"Delayed Action",2055,"ICEL","ICEL",1.548,0.021,NA,NA
"Delayed Action",2055,"INDI","INDI",11.407,13.098,NA,NA
"Delayed Action",2055,"INDO","INDO",6.268,0.434,NA,NA
"Delayed Action",2055,"IRAN","IRAN",7.725,0.606,NA,NA
"Delayed Action",2055,"IREL","IREL",0.538,0.103,NA,NA
"Delayed Action",2055,"ISRA","ISRA",4.132,0.216,NA,NA
"Delayed Action",2055,"ITAL","ITAL",1.733,1.107,NA,NA
"Delayed Action",2055,"JAPA","JAPA",1.658,0.026,NA,NA
"Delayed Action",2055,"KAZA","KAZA",3.137,0.443,NA,NA
"Delayed Action",2055,"KENY","KENY",3.681,0.131,NA,NA
"Delayed Action",2055,"KORN","KORN",0.993,0.168,NA,NA
"Delayed Action",2055,"KORS","KORS",5.582,0.344,NA,NA
"Delayed Action",2055,"KYRG","KYRG",1.939,0.367,NA,NA
"Delayed Action",2055,"LAOS","LAOS",0.333,0.049,NA,NA
"Delayed Action",2055,"LATV","LATV",0.368,0.052,NA,NA
"Delayed Action",2055,"LITH","LITH",0.33,0.111,NA,NA
"Delayed Action",2055,"LUXE","LUXE",0.42,0.015,NA,NA
"Delayed Action",2055,"MACE","MACE",2.133,0.111,NA,NA
"Delayed Action",2055,"MALA","MALA",3.444,1.538,NA,NA
"Delayed Action",2055,"MALT","MALT",0.806,0,NA,NA
"Delayed Action",2055,"MEXI","MEXI",4.119,0.014,NA,NA
"Delayed Action",2055,"MIDE","MIDE",3.521,1.261,NA,NA
"Delayed Action",2055,"MOLD","MOLD",0.458,0.041,NA,NA
"Delayed Action",2055,"MONG","MONG",2.011,0.011,NA,NA
"Delayed Action",2055,"MONT","MONT",0.918,0.033,NA,NA
"Delayed Action",2055,"MYAN","MYAN",1.001,0.036,NA,NA
"Delayed Action",2055,"NAFR","NAFR",3.308,0.126,NA,NA
"Delayed Action",2055,"NEPA","NEPA",16.495,0.549,NA,NA
"Delayed Action",2055,"NETH","NETH",2.268,1.655,NA,NA
"Delayed Action",2055,"NIGE","NIGE",4.114,0.412,NA,NA
"Delayed Action",2055,"NORW","NORW",0.608,0.126,NA,NA
"Delayed Action",2055,"NZEL","NZEL",0.361,0,NA,NA
"Delayed Action",2055,"PAKI","PAKI",17.736,2.703,NA,NA
"Delayed Action",2055,"PARA","PARA",1.585,0.006,NA,NA
"Delayed Action",2055,"PERU","PERU",5.811,0.065,NA,NA
"Delayed Action",2055,"PHIL","PHIL",2.018,0.025,NA,NA
"Delayed Action",2055,"POLA","POLA",1.145,2.027,NA,NA
"Delayed Action",2055,"PORT","PORT",0.986,0.026,NA,NA
"Delayed Action",2055,"ROMA","ROMA",1.329,0.813,NA,NA
"Delayed Action",2055,"RSAF","RSAF",2.764,0.248,NA,NA
"Delayed Action",2055,"RUSS","RUSS",1.488,1,NA,NA
"Delayed Action",2055,"SAAR","SAAR",1.206,0.241,NA,NA
"Delayed Action",2055,"SAFR","SAFR",2.788,0.092,NA,NA
"Delayed Action",2055,"SERB","SERB",1.685,0.914,NA,NA
"Delayed Action",2055,"SING","SING",3.407,0.079,NA,NA
"Delayed Action",2055,"SKRE","SKRE",0.494,0.322,NA,NA
"Delayed Action",2055,"SLOV","SLOV",0.718,0.117,NA,NA
"Delayed Action",2055,"SPAI","SPAI",1.393,0.414,NA,NA
"Delayed Action",2055,"SRIL","SRIL",2.593,0.006,NA,NA
"Delayed Action",2055,"SWED","SWED",0.975,0.457,NA,NA
"Delayed Action",2055,"SWIT","SWIT",1.362,0.189,NA,NA
"Delayed Action",2055,"TAIW","TAIW",9.754,0.025,NA,NA
"Delayed Action",2055,"TAJI","TAJI",1.565,0.241,NA,NA
"Delayed Action",2055,"TANZ","TANZ",3.773,0.171,NA,NA
"Delayed Action",2055,"THAI","THAI",2.286,0.289,NA,NA
"Delayed Action",2055,"TKME","TKME",0.963,0.097,NA,NA
"Delayed Action",2055,"TURK","TURK",3.827,1.352,NA,NA
"Delayed Action",2055,"UKRA","UKRA",1.202,1.419,NA,NA
"Delayed Action",2055,"UNKI","UNKI",1.255,1.366,NA,NA
"Delayed Action",2055,"URUG","URUG",1.524,0.05,NA,NA
"Delayed Action",2055,"USAM","USAM",2.11,0.605,NA,NA
"Delayed Action",2055,"UZBE","UZBE",2.273,1.542,NA,NA
"Delayed Action",2055,"VENE","VENE",3.558,0.093,NA,NA
"Delayed Action",2055,"VIET","VIET",4.374,0.69,NA,NA
"Delayed Action",2055,"WAFR","WAFR",3.969,0.112,NA,NA
"Integrated Action",2055,"AFGH","AFGH",8.443,0.332,3829,5305
"Integrated Action",2055,"ALBA","ALBA",2.35,0.141,770,1100
"Integrated Action",2055,"ARGE","ARGE",2.086,0.158,11617,28442
"Integrated Action",2055,"ARME","ARME",1.509,0.086,156,475
"Integrated Action",2055,"AUST","AUST",0.984,0.592,1332,2116
"Integrated Action",2055,"AUTR","AUTR",0.621,0,6631,14480
"Integrated Action",2055,"AZER","AZER",1.257,0.453,851,658
"Integrated Action",2055,"BANG","BANG",9.792,0.335,6515,20444
"Integrated Action",2055,"BELA","BELA",0.791,0.363,1173,3327
"Integrated Action",2055,"BELG","BELG",1.177,0.836,1706,816
"Integrated Action",2055,"BHUT","BHUT",0.657,0.021,409,559
"Integrated Action",2055,"BOHE","BOHE",1.381,0.393,1196,1349
"Integrated Action",2055,"BOLV","BOLV",1.151,0.001,1334,1920
"Integrated Action",2055,"BRAZ","BRAZ",2.105,0.364,21973,107193
"Integrated Action",2055,"BRUN","BRUN",0.659,0.001,160,1011
"Integrated Action",2055,"BULG","BULG",0.958,0.326,996,-1020
"Integrated Action",2055,"CAMB","CAMB",1.063,0.039,1261,1820
"Integrated Action",2055,"CANA","CANA",1.948,0.089,21272,22760
"Integrated Action",2055,"CARB","CARB",0.971,0.032,2722,6468
"Integrated Action",2055,"CEAM","CEAM",1.385,0.003,3449,13954
"Integrated Action",2055,"CHIL","CHIL",4.169,0.067,3065,20843
"Integrated Action",2055,"CHIN","CHIN",6.817,4.447,219909,350738
"Integrated Action",2055,"COLO","COLO",2.84,0.006,4069,5393
"Integrated Action",2055,"CROA","CROA",0.502,0.333,426,478
"Integrated Action",2055,"CYPR","CYPR",0.46,0.001,94,290
"Integrated Action",2055,"CZRE","CZRE",0.633,0.607,1622,2615
"Integrated Action",2055,"DENM","DENM",0.51,0.205,907,2007
"Integrated Action",2055,"EAFR","EAFR",3.083,0.157,15551,31390
"Integrated Action",2055,"ECUA","ECUA",1.272,0.002,1940,4128
"Integrated Action",2055,"EGYP","EGYP",4.194,0.439,5604,19176
"Integrated Action",2055,"ESTO","ESTO",0.427,0.02,175,497
"Integrated Action",2055,"FINL","FINL",0.517,0.07,1272,-3196
"Integrated Action",2055,"FRAN","FRAN",1.786,2.148,8656,12794
"Integrated Action",2055,"GEOR","GEOR",1.446,0.068,420,455
"Integrated Action",2055,"GERM","GERM",1.158,3.402,7240,-43850
"Integrated Action",2055,"GREE","GREE",2.038,0.21,1129,2703
"Integrated Action",2055,"HUNG","HUNG",1.105,0.865,1352,1266
"Integrated Action",2055,"ICEL","ICEL",1.545,0.021,46,94
"Integrated Action",2055,"INDI","INDI",10.805,12.318,160299,223640
"Integrated Action",2055,"INDO","INDO",5.863,0.405,20876,50784
"Integrated Action",2055,"IRAN","IRAN",6.545,0.561,15725,134200
"Integrated Action",2055,"IREL","IREL",0.528,0.103,752,1788
"Integrated Action",2055,"ISRA","ISRA",4.183,0.197,1124,3276
"Integrated Action",2055,"ITAL","ITAL",1.718,1.103,3605,4605
"Integrated Action",2055,"JAPA","JAPA",1.651,0.026,11586,31203
"Integrated Action",2055,"KAZA","KAZA",2.897,0.439,1581,-1350
"Integrated Action",2055,"KENY","KENY",3.271,0.12,4162,7368
"Integrated Action",2055,"KORN","KORN",0.856,0.151,883,960
"Integrated Action",2055,"KORS","KORS",5.586,0.343,7678,10396
"Integrated Action",2055,"KYRG","KYRG",1.945,0.367,243,520
"Integrated Action",2055,"LAOS","LAOS",0.304,0.042,1064,1445
"Integrated Action",2055,"LATV","LATV",0.369,0.054,173,112
"Integrated Action",2055,"LITH","LITH",0.326,0.111,651,-3560
"Integrated Action",2055,"LUXE","LUXE",0.542,0.017,84,255
"Integrated Action",2055,"MACE","MACE",2.149,0.102,701,827
"Integrated Action",2055,"MALA","MALA",3.2,1.47,6056,24305
"Integrated Action",2055,"MALT","MALT",0.807,0,29,19
"Integrated Action",2055,"MEXI","MEXI",3.36,0.012,10729,87955
"Integrated Action",2055,"MIDE","MIDE",2.779,1.065,12909,171074
"Integrated Action",2055,"MOLD","MOLD",0.45,0.041,826,1466
"Integrated Action",2055,"MONG","MONG",1.52,0.009,402,659
"Integrated Action",2055,"MONT","MONT",0.757,0.025,346,365
"Integrated Action",2055,"MYAN","MYAN",0.985,0.035,2292,4923
"Integrated Action",2055,"NAFR","NAFR",2.801,0.1,8978,87266
"Integrated Action",2055,"NEPA","NEPA",9.566,0.361,3008,4172
"Integrated Action",2055,"NETH","NETH",2.375,1.668,3525,4642
"Integrated Action",2055,"NIGE","NIGE",3.481,0.355,9193,37176
"Integrated Action",2055,"NORW","NORW",0.564,0.126,1460,1140
"Integrated Action",2055,"NZEL","NZEL",0.353,0,1023,2062
"Integrated Action",2055,"PAKI","PAKI",12.985,1.976,15338,12355
"Integrated Action",2055,"PARA","PARA",0.99,0.004,855,1403
"Integrated Action",2055,"PERU","PERU",3.391,0.049,2769,4682
"Integrated Action",2055,"PHIL","PHIL",1.948,0.024,4988,19189
"Integrated Action",2055,"POLA","POLA",1.134,2.028,7036,-3092
"Integrated Action",2055,"PORT","PORT",0.984,0.026,779,598
"Integrated Action",2055,"ROMA","ROMA",1.302,0.805,3069,416
"Integrated Action",2055,"RSAF","RSAF",2.459,0.229,9658,20747
"Integrated Action",2055,"RUSS","RUSS",1.45,0.995,17374,30941
"Integrated Action",2055,"SAAR","SAAR",0.864,0.183,7339,165854
"Integrated Action",2055,"SAFR","SAFR",2.802,0.09,14088,54985
"Integrated Action",2055,"SERB","SERB",1.701,0.894,1640,453
"Integrated Action",2055,"SING","SING",3.243,0.076,1306,13003
"Integrated Action",2055,"SKRE","SKRE",0.494,0.323,805,810
"Integrated Action",2055,"SLOV","SLOV",0.755,0.12,349,-475
"Integrated Action",2055,"SPAI","SPAI",1.549,0.418,4587,6064
"Integrated Action",2055,"SRIL","SRIL",2.223,0.005,1531,4703
"Integrated Action",2055,"SWED","SWED",1.015,0.459,1059,-253
"Integrated Action",2055,"SWIT","SWIT",1.168,0.171,1430,-694
"Integrated Action",2055,"TAIW","TAIW",8.191,0.02,6215,33773
"Integrated Action",2055,"TAJI","TAJI",1.497,0.237,293,2469
"Integrated Action",2055,"TANZ","TANZ",3.351,0.153,4156,9258
"Integrated Action",2055,"THAI","THAI",2.206,0.274,11059,30728
"Integrated Action",2055,"TKME","TKME",0.883,0.093,608,611
"Integrated Action",2055,"TURK","TURK",3.389,1.286,12513,18787
"Integrated Action",2055,"UKRA","UKRA",1.177,1.418,6169,5988
"Integrated Action",2055,"UNKI","UNKI",1.331,1.369,5731,8534
"Integrated Action",2055,"URUG","URUG",0.856,0.04,474,2441
"Integrated Action",2055,"USAM","USAM",1.96,0.575,68757,117708
"Integrated Action",2055,"UZBE","UZBE",2.354,1.554,1780,1944
"Integrated Action",2055,"VENE","VENE",1.818,0.049,4147,5924
"Integrated Action",2055,"VIET","VIET",3.919,0.614,11255,21579
"Integrated Action",2055,"WAFR","WAFR",3.532,0.102,19469,42435
"Long-term Climate Action",2055,"AFGH","AFGH",24.857,0.936,895,1028
"Long-term Climate Action",2055,"ALBA","ALBA",3.933,0.355,670,706
"Long-term Climate Action",2055,"ARGE","ARGE",3.242,0.319,8599,10014
"Long-term Climate Action",2055,"ARME","ARME",3.336,0.187,44,48
"Long-term Climate Action",2055,"AUST","AUST",1.245,0.928,1023,3418
"Long-term Climate Action",2055,"AUTR","AUTR",0.997,0,4560,16948
"Long-term Climate Action",2055,"AZER","AZER",2.655,0.897,468,-865
"Long-term Climate Action",2055,"BANG","BANG",28.143,0.789,506,1468
"Long-term Climate Action",2055,"BELA","BELA",1.859,0.811,390,375
"Long-term Climate Action",2055,"BELG","BELG",1.798,1.46,1807,2797
"Long-term Climate Action",2055,"BHUT","BHUT",1.416,0.077,32,39
"Long-term Climate Action",2055,"BOHE","BOHE",2.534,1.112,1046,1200
"Long-term Climate Action",2055,"BOLV","BOLV",2.379,0.002,561,677
"Long-term Climate Action",2055,"BRAZ","BRAZ",4.739,0.895,14785,23225
"Long-term Climate Action",2055,"BRUN","BRUN",1.393,0.003,85,92
"Long-term Climate Action",2055,"BULG","BULG",2.038,1.019,766,-128
"Long-term Climate Action",2055,"CAMB","CAMB",2.702,0.098,939,1177
"Long-term Climate Action",2055,"CANA","CANA",4.049,0.162,8778,56702
"Long-term Climate Action",2055,"CARB","CARB",2.483,0.096,853,1588
"Long-term Climate Action",2055,"CEAM","CEAM",3.608,0.009,1201,2139
"Long-term Climate Action",2055,"CHIL","CHIL",10.852,0.125,1787,3570
"Long-term Climate Action",2055,"CHIN","CHIN",12.542,8.355,163929,216691
"Long-term Climate Action",2055,"COLO","COLO",5.062,0.015,2813,3416
"Long-term Climate Action",2055,"CROA","CROA",0.947,0.916,328,486
"Long-term Climate Action",2055,"CYPR","CYPR",0.621,0.002,45,265
"Long-term Climate Action",2055,"CZRE","CZRE",1.148,1.38,1338,3131
"Long-term Climate Action",2055,"DENM","DENM",0.895,0.427,1273,3459
"Long-term Climate Action",2055,"EAFR","EAFR",10.847,0.651,4440,10712
"Long-term Climate Action",2055,"ECUA","ECUA",2.861,0.005,1241,1567
"Long-term Climate Action",2055,"EGYP","EGYP",15.659,1.567,1573,6316
"Long-term Climate Action",2055,"ESTO","ESTO",0.601,0.051,108,472
"Long-term Climate Action",2055,"FINL","FINL",0.581,0.104,902,-3196
"Long-term Climate Action",2055,"FRAN","FRAN",2.327,3.89,6893,14509
"Long-term Climate Action",2055,"GEOR","GEOR",3.331,0.208,303,362
"Long-term Climate Action",2055,"GERM","GERM",1.805,6.347,6289,-24603
"Long-term Climate Action",2055,"GREE","GREE",2.618,0.422,205,2738
"Long-term Climate Action",2055,"HUNG","HUNG",1.805,2.086,949,1198
"Long-term Climate Action",2055,"ICEL","ICEL",1.679,0.022,40,73
"Long-term Climate Action",2055,"INDI","INDI",22.326,25.492,116037,161385
"Long-term Climate Action",2055,"INDO","INDO",16.525,1.224,10915,14758
"Long-term Climate Action",2055,"IRAN","IRAN",19.972,1.636,8039,10412
"Long-term Climate Action",2055,"IREL","IREL",0.685,0.164,782,2111
"Long-term Climate Action",2055,"ISRA","ISRA",10.513,0.507,816,1655
"Long-term Climate Action",2055,"ITAL","ITAL",2.667,2.046,1758,7630
"Long-term Climate Action",2055,"JAPA","JAPA",2.648,0.043,10887,32202
"Long-term Climate Action",2055,"KAZA","KAZA",4.49,0.73,899,-5101
"Long-term Climate Action",2055,"KENY","KENY",11.057,0.393,1224,2279
"Long-term Climate Action",2055,"KORN","KORN",2.838,0.5,30,61
"Long-term Climate Action",2055,"KORS","KORS",10.312,0.698,5542,30375
"Long-term Climate Action",2055,"KYRG","KYRG",4.261,0.79,76,68
"Long-term Climate Action",2055,"LAOS","LAOS",0.867,0.125,655,697
"Long-term Climate Action",2055,"LATV","LATV",0.6,0.135,113,126
"Long-term Climate Action",2055,"LITH","LITH",0.809,0.468,738,-1714
"Long-term Climate Action",2055,"LUXE","LUXE",0.702,0.039,68,325
"Long-term Climate Action",2055,"MACE","MACE",2.97,0.206,629,737
"Long-term Climate Action",2055,"MALA","MALA",9.823,3.023,2184,3827
"Long-term Climate Action",2055,"MALT","MALT",1.343,0,16,16
"Long-term Climate Action",2055,"MEXI","MEXI",7.223,0.031,7600,11467
"Long-term Climate Action",2055,"MIDE","MIDE",7.552,2.658,5447,9948
"Long-term Climate Action",2055,"MOLD","MOLD",0.902,0.1,713,1186
"Long-term Climate Action",2055,"MONG","MONG",2.983,0.017,61,134
"Long-term Climate Action",2055,"MONT","MONT",1.045,0.045,325,367
"Long-term Climate Action",2055,"MYAN","MYAN",2.897,0.127,709,998
"Long-term Climate Action",2055,"NAFR","NAFR",7.991,0.276,1874,4982
"Long-term Climate Action",2055,"NEPA","NEPA",29.674,0.968,747,871
"Long-term Climate Action",2055,"NETH","NETH",2.251,1.528,3089,7094
"Long-term Climate Action",2055,"NIGE","NIGE",10.668,0.883,1900,6676
"Long-term Climate Action",2055,"NORW","NORW",0.802,0.278,1126,1217
"Long-term Climate Action",2055,"NZEL","NZEL",0.642,0,789,1040
"Long-term Climate Action",2055,"PAKI","PAKI",37.828,5.601,2403,5828
"Long-term Climate Action",2055,"PARA","PARA",2.501,0.011,249,412
"Long-term Climate Action",2055,"PERU","PERU",7.418,0.139,890,1846
"Long-term Climate Action",2055,"PHIL","PHIL",5.266,0.063,2999,3759
"Long-term Climate Action",2055,"POLA","POLA",1.976,4.499,4897,987
"Long-term Climate Action",2055,"PORT","PORT",1.512,0.053,418,1186
"Long-term Climate Action",2055,"ROMA","ROMA",2.358,2.516,2739,1300
"Long-term Climate Action",2055,"RSAF","RSAF",7.927,0.769,2137,4697
"Long-term Climate Action",2055,"RUSS","RUSS",3.109,2.847,7965,-15846
"Long-term Climate Action",2055,"SAAR","SAAR",2.854,0.47,4200,5504
"Long-term Climate Action",2055,"SAFR","SAFR",6.147,0.186,8362,12414
"Long-term Climate Action",2055,"SERB","SERB",3.882,3.147,1211,1397
"Long-term Climate Action",2055,"SING","SING",10.311,0.227,1174,13416
"Long-term Climate Action",2055,"SKRE","SKRE",0.95,0.813,570,801
"Long-term Climate Action",2055,"SLOV","SLOV",1.178,0.239,240,-177
"Long-term Climate Action",2055,"SPAI","SPAI",2.154,0.695,4018,8195
"Long-term Climate Action",2055,"SRIL","SRIL",7.662,0.012,316,457
"Long-term Climate Action",2055,"SWED","SWED",1.113,0.558,1009,79
"Long-term Climate Action",2055,"SWIT","SWIT",1.706,0.241,1939,335
"Long-term Climate Action",2055,"TAIW","TAIW",16.905,0.04,5036,21780
"Long-term Climate Action",2055,"TAJI","TAJI",4.527,0.48,91,90
"Long-term Climate Action",2055,"TANZ","TANZ",10.366,0.52,1257,2704
"Long-term Climate Action",2055,"THAI","THAI",5.649,0.688,8332,10237
"Long-term Climate Action",2055,"TKME","TKME",2.785,0.22,59,-85
"Long-term Climate Action",2055,"TURK","TURK",7.06,3.099,9130,10556
"Long-term Climate Action",2055,"UKRA","UKRA",2.582,3.568,3904,4430
"Long-term Climate Action",2055,"UNKI","UNKI",2.101,2.882,4762,19538
"Long-term Climate Action",2055,"URUG","URUG",2.259,0.141,166,285
"Long-term Climate Action",2055,"USAM","USAM",3.354,1.132,57387,107248
"Long-term Climate Action",2055,"UZBE","UZBE",4.17,3.03,830,725
"Long-term Climate Action",2055,"VENE","VENE",4.279,0.102,1295,1644
"Long-term Climate Action",2055,"VIET","VIET",9.504,2.376,9110,11373
"Long-term Climate Action",2055,"WAFR","WAFR",11.671,0.412,4293,12780
"Baseline",2060,"AFGH","AFGH",48.134,2.096,2341,2489
"Baseline",2060,"ALBA","ALBA",4.346,0.369,984,1020
"Baseline",2060,"ARGE","ARGE",3.741,0.36,10044,11472
"Baseline",2060,"ARME","ARME",4.234,0.214,47,51
"Baseline",2060,"AUST","AUST",1.303,0.984,1189,3235
"Baseline",2060,"AUTR","AUTR",0.973,0,4283,10147
"Baseline",2060,"AZER","AZER",2.998,0.94,488,-509
"Baseline",2060,"BANG","BANG",37.686,1.562,1150,2135
"Baseline",2060,"BELA","BELA",1.984,0.787,458,449
"Baseline",2060,"BELG","BELG",1.825,1.377,1788,2722
"Baseline",2060,"BHUT","BHUT",3.147,0.196,77,85
"Baseline",2060,"BOHE","BOHE",2.82,1.39,1513,1569
"Baseline",2060,"BOLV","BOLV",3.574,0.004,643,757
"Baseline",2060,"BRAZ","BRAZ",8.184,2.131,33755,42198
"Baseline",2060,"BRUN","BRUN",1.623,0.004,95,103
"Baseline",2060,"BULG","BULG",2.299,1.192,951,5
"Baseline",2060,"CAMB","CAMB",4.041,0.169,1393,1645
"Baseline",2060,"CANA","CANA",4.096,0.152,10221,22795
"Baseline",2060,"CARB","CARB",3.633,0.141,1439,2178
"Baseline",2060,"CEAM","CEAM",5.429,0.012,2058,3026
"Baseline",2060,"CHIL","CHIL",14.957,0.171,3634,5424
"Baseline",2060,"CHIN","CHIN",16.296,11.974,378049,432903
"Baseline",2060,"COLO","COLO",6.443,0.018,5250,5535
"Baseline",2060,"CROA","CROA",0.992,1.004,370,525
"Baseline",2060,"CYPR","CYPR",0.583,0.002,63,293
