"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Long-term Climate Action",2025,"SERB","SERB",11.324,7.531,1061,1183
"Long-term Climate Action",2025,"SING","SING",6.889,0.184,1035,5397
"Long-term Climate Action",2025,"SKRE","SKRE",2.638,1.491,674,640
"Long-term Climate Action",2025,"SLOV","SLOV",6.361,0.945,543,366
"Long-term Climate Action",2025,"SPAI","SPAI",4.521,1.132,7716,10542
"Long-term Climate Action",2025,"SRIL","SRIL",8.238,0.013,157,201
"Long-term Climate Action",2025,"SWED","SWED",1.031,0.447,1323,1159
"Long-term Climate Action",2025,"SWIT","SWIT",3.506,0.549,1364,967
"Long-term Climate Action",2025,"TAIW","TAIW",16.356,0.048,3165,10332
"Long-term Climate Action",2025,"TAJI","TAJI",9.086,0.986,54,53
"Long-term Climate Action",2025,"TANZ","TANZ",6.148,0.456,316,784
"Long-term Climate Action",2025,"THAI","THAI",7.44,1.475,4950,5413
"Long-term Climate Action",2025,"TKME","TKME",4.518,0.434,28,-291
"Long-term Climate Action",2025,"TURK","TURK",13.156,7.365,7458,8143
"Long-term Climate Action",2025,"UKRA","UKRA",4.802,7.142,2147,2078
"Long-term Climate Action",2025,"UNKI","UNKI",3.332,4.013,8223,13318
"Long-term Climate Action",2025,"URUG","URUG",3.017,0.185,111,155
"Long-term Climate Action",2025,"USAM","USAM",5.01,1.671,82449,83463
"Long-term Climate Action",2025,"UZBE","UZBE",7.611,4.559,407,142
"Long-term Climate Action",2025,"VENE","VENE",5.465,0.147,981,865
"Long-term Climate Action",2025,"VIET","VIET",13.726,3.225,4518,4977
"Long-term Climate Action",2025,"WAFR","WAFR",7.505,0.352,1126,3882
"Baseline",2030,"AFGH","AFGH",33.667,1.513,85,122
"Baseline",2030,"ALBA","ALBA",10.163,0.493,370,388
"Baseline",2030,"ARGE","ARGE",2.626,0.3,2265,2819
"Baseline",2030,"ARME","ARME",13.776,0.554,39,40
"Baseline",2030,"AUST","AUST",1.914,1.522,2046,3010
"Baseline",2030,"AUTR","AUTR",2.012,0,5903,9817
"Baseline",2030,"AZER","AZER",4.742,1.136,476,-1919
"Baseline",2030,"BANG","BANG",34.294,1.335,368,728
"Baseline",2030,"BELA","BELA",4.889,1.533,841,805
"Baseline",2030,"BELG","BELG",2.432,2.041,2314,3616
"Baseline",2030,"BHUT","BHUT",1.724,0.095,18,21
"Baseline",2030,"BOHE","BOHE",14.497,5.245,823,860
"Baseline",2030,"BOLV","BOLV",2.697,0.004,266,302
"Baseline",2030,"BRAZ","BRAZ",6.035,1.306,14202,17706
"Baseline",2030,"BRUN","BRUN",2.174,0.004,63,62
"Baseline",2030,"BULG","BULG",5.736,1.632,1016,636
"Baseline",2030,"CAMB","CAMB",4.011,0.157,318,402
"Baseline",2030,"CANA","CANA",4.684,0.181,14088,9992
"Baseline",2030,"CARB","CARB",3.657,0.135,693,1006
"Baseline",2030,"CEAM","CEAM",6.844,0.022,1180,1551
"Baseline",2030,"CHIL","CHIL",13.193,0.139,1687,2434
"Baseline",2030,"CHIN","CHIN",19.919,15.636,240094,267581
"Baseline",2030,"COLO","COLO",5.774,0.023,2174,2275
"Baseline",2030,"CROA","CROA",3.866,1.605,586,684
"Baseline",2030,"CYPR","CYPR",0.798,0.002,133,224
"Baseline",2030,"CZRE","CZRE",5.599,3.613,2590,3197
"Baseline",2030,"DENM","DENM",1.293,0.515,1316,2197
"Baseline",2030,"EAFR","EAFR",8.618,0.685,1441,3688
"Baseline",2030,"ECUA","ECUA",3.062,0.005,952,1068
"Baseline",2030,"EGYP","EGYP",12.743,1.475,1227,2928
"Baseline",2030,"ESTO","ESTO",1.595,0.08,259,385
"Baseline",2030,"FINL","FINL",0.965,0.183,1396,335
"Baseline",2030,"FRAN","FRAN",3.148,5.923,10759,14228
"Baseline",2030,"GEOR","GEOR",10.471,0.375,239,259
"Baseline",2030,"GERM","GERM",2.644,9.804,12005,1173
"Baseline",2030,"GREE","GREE",3.832,1.193,1415,2478
"Baseline",2030,"HUNG","HUNG",5.826,3.785,1544,1722
"Baseline",2030,"ICEL","ICEL",1.912,0.025,55,69
"Baseline",2030,"INDI","INDI",33.421,38.995,63060,85982
"Baseline",2030,"INDO","INDO",19.529,1.895,10530,12124
"Baseline",2030,"IRAN","IRAN",24.307,2.231,5380,5366
"Baseline",2030,"IREL","IREL",1.085,0.233,1190,1789
"Baseline",2030,"ISRA","ISRA",11.311,0.912,1995,2312
"Baseline",2030,"ITAL","ITAL",4.874,3.362,9115,12712
"Baseline",2030,"JAPA","JAPA",4.144,0.095,15666,28387
"Baseline",2030,"KAZA","KAZA",36.319,3.993,1771,-9045
"Baseline",2030,"KENY","KENY",8.791,0.36,375,751
"Baseline",2030,"KORN","KORN",4.903,0.999,39,53
"Baseline",2030,"KORS","KORS",11.435,0.776,7083,13897
"Baseline",2030,"KYRG","KYRG",11.53,1.445,45,32
"Baseline",2030,"LAOS","LAOS",2.499,0.454,232,246
"Baseline",2030,"LATV","LATV",3.355,0.262,356,366
"Baseline",2030,"LITH","LITH",2.373,0.532,751,-211
"Baseline",2030,"LUXE","LUXE",1.012,0.065,201,341
"Baseline",2030,"MACE","MACE",8.709,0.464,331,353
"Baseline",2030,"MALA","MALA",13.502,4.873,2546,3230
"Baseline",2030,"MALT","MALT",1.307,0,48,55
"Baseline",2030,"MEXI","MEXI",8.875,0.046,6768,8287
"Baseline",2030,"MIDE","MIDE",8.777,3.789,6179,4442
"Baseline",2030,"MOLD","MOLD",7.888,0.5,426,600
"Baseline",2030,"MONG","MONG",18.491,0.086,457,485
"Baseline",2030,"MONT","MONT",13.185,0.176,113,120
"Baseline",2030,"MYAN","MYAN",4.002,0.187,485,603
"Baseline",2030,"NAFR","NAFR",10.649,0.408,1913,166
"Baseline",2030,"NEPA","NEPA",20.711,1.009,349,393
"Baseline",2030,"NETH","NETH",2.251,1.798,2867,5158
"Baseline",2030,"NIGE","NIGE",8.948,0.707,551,2390
"Baseline",2030,"NORW","NORW",0.91,0.134,912,1152
"Baseline",2030,"NZEL","NZEL",1.291,0,899,1156
"Baseline",2030,"PAKI","PAKI",42.008,7.071,885,4119
"Baseline",2030,"PARA","PARA",3.605,0.022,198,258
"Baseline",2030,"PERU","PERU",10.393,0.177,623,961
"Baseline",2030,"PHIL","PHIL",7.197,0.158,2665,2978
"Baseline",2030,"POLA","POLA",7.885,11.311,9280,7975
"Baseline",2030,"PORT","PORT",2.723,0.078,1281,1792
"Baseline",2030,"ROMA","ROMA",9.098,5.097,3914,3319
"Baseline",2030,"RSAF","RSAF",6.041,0.797,829,1707
"Baseline",2030,"RUSS","RUSS",5.824,4.854,9983,-19417
"Baseline",2030,"SAAR","SAAR",4.071,0.819,5058,3092
"Baseline",2030,"SAFR","SAFR",9.822,0.663,5874,7237
"Baseline",2030,"SERB","SERB",12.551,7.292,1202,1310
"Baseline",2030,"SING","SING",6.368,0.167,1212,6677
"Baseline",2030,"SKRE","SKRE",2.435,1.191,635,672
"Baseline",2030,"SLOV","SLOV",7.759,1.047,540,384
"Baseline",2030,"SPAI","SPAI",3.076,0.905,7436,10169
"Baseline",2030,"SRIL","SRIL",8.489,0.014,206,257
"Baseline",2030,"SWED","SWED",0.814,0.391,1278,1548
"Baseline",2030,"SWIT","SWIT",2.954,0.472,1383,965
"Baseline",2030,"TAIW","TAIW",17.374,0.049,3844,12854
"Baseline",2030,"TAJI","TAJI",10.232,0.944,53,52
"Baseline",2030,"TANZ","TANZ",7.389,0.509,415,930
"Baseline",2030,"THAI","THAI",7.471,1.381,6766,7570
"Baseline",2030,"TKME","TKME",5.031,0.415,28,-227
"Baseline",2030,"TURK","TURK",14.122,6.068,7886,8594
"Baseline",2030,"UKRA","UKRA",5.998,6.949,2680,2808
"Baseline",2030,"UNKI","UNKI",2.963,3.562,7878,13548
"Baseline",2030,"URUG","URUG",3.142,0.184,132,179
"Baseline",2030,"USAM","USAM",4.536,1.512,83356,86181
"Baseline",2030,"UZBE","UZBE",8.234,4.56,456,246
"Baseline",2030,"VENE","VENE",5.608,0.142,1132,1040
"Baseline",2030,"VIET","VIET",15.066,3.538,6752,7521
"Baseline",2030,"WAFR","WAFR",8.801,0.39,1443,4460
"Delayed Action",2030,"AFGH","AFGH",32.659,1.428,NA,NA
"Delayed Action",2030,"ALBA","ALBA",9.446,0.42,NA,NA
"Delayed Action",2030,"ARGE","ARGE",2.195,0.212,NA,NA
"Delayed Action",2030,"ARME","ARME",8.734,0.338,NA,NA
"Delayed Action",2030,"AUST","AUST",1.775,1.387,NA,NA
"Delayed Action",2030,"AUTR","AUTR",1.883,0,NA,NA
"Delayed Action",2030,"AZER","AZER",4.283,1.024,NA,NA
"Delayed Action",2030,"BANG","BANG",27.311,1.194,NA,NA
"Delayed Action",2030,"BELA","BELA",3.616,1.217,NA,NA
"Delayed Action",2030,"BELG","BELG",2.125,1.764,NA,NA
"Delayed Action",2030,"BHUT","BHUT",1.61,0.093,NA,NA
"Delayed Action",2030,"BOHE","BOHE",11.232,2.407,NA,NA
"Delayed Action",2030,"BOLV","BOLV",2.393,0.003,NA,NA
"Delayed Action",2030,"BRAZ","BRAZ",4.813,0.915,NA,NA
"Delayed Action",2030,"BRUN","BRUN",1.791,0.003,NA,NA
"Delayed Action",2030,"BULG","BULG",5.148,1.234,NA,NA
"Delayed Action",2030,"CAMB","CAMB",3.457,0.122,NA,NA
"Delayed Action",2030,"CANA","CANA",3.957,0.159,NA,NA
"Delayed Action",2030,"CARB","CARB",3.093,0.113,NA,NA
"Delayed Action",2030,"CEAM","CEAM",6.006,0.019,NA,NA
"Delayed Action",2030,"CHIL","CHIL",9.668,0.11,NA,NA
"Delayed Action",2030,"CHIN","CHIN",17.148,13.804,NA,NA
"Delayed Action",2030,"COLO","COLO",4.794,0.014,NA,NA
"Delayed Action",2030,"CROA","CROA",3.671,1.507,NA,NA
"Delayed Action",2030,"CYPR","CYPR",0.701,0.002,NA,NA
"Delayed Action",2030,"CZRE","CZRE",4.894,2.81,NA,NA
"Delayed Action",2030,"DENM","DENM",1.109,0.428,NA,NA
"Delayed Action",2030,"EAFR","EAFR",7.576,0.583,NA,NA
"Delayed Action",2030,"ECUA","ECUA",2.531,0.005,NA,NA
"Delayed Action",2030,"EGYP","EGYP",10.586,1.194,NA,NA
"Delayed Action",2030,"ESTO","ESTO",1.403,0.064,NA,NA
"Delayed Action",2030,"FINL","FINL",0.896,0.174,NA,NA
"Delayed Action",2030,"FRAN","FRAN",2.887,5.255,NA,NA
"Delayed Action",2030,"GEOR","GEOR",7.49,0.25,NA,NA
"Delayed Action",2030,"GERM","GERM",2.295,8.255,NA,NA
"Delayed Action",2030,"GREE","GREE",3.551,1.107,NA,NA
"Delayed Action",2030,"HUNG","HUNG",5.464,3.322,NA,NA
"Delayed Action",2030,"ICEL","ICEL",2.087,0.026,NA,NA
"Delayed Action",2030,"INDI","INDI",27.942,34.138,NA,NA
"Delayed Action",2030,"INDO","INDO",15.881,1.37,NA,NA
"Delayed Action",2030,"IRAN","IRAN",19.424,1.685,NA,NA
"Delayed Action",2030,"IREL","IREL",0.86,0.188,NA,NA
"Delayed Action",2030,"ISRA","ISRA",7.259,0.529,NA,NA
"Delayed Action",2030,"ITAL","ITAL",4.438,2.929,NA,NA
"Delayed Action",2030,"JAPA","JAPA",3.656,0.089,NA,NA
"Delayed Action",2030,"KAZA","KAZA",35.853,3.959,NA,NA
"Delayed Action",2030,"KENY","KENY",8.203,0.334,NA,NA
"Delayed Action",2030,"KORN","KORN",4.454,0.89,NA,NA
"Delayed Action",2030,"KORS","KORS",9.755,0.653,NA,NA
"Delayed Action",2030,"KYRG","KYRG",11.019,1.342,NA,NA
"Delayed Action",2030,"LAOS","LAOS",2.28,0.396,NA,NA
"Delayed Action",2030,"LATV","LATV",3.026,0.221,NA,NA
"Delayed Action",2030,"LITH","LITH",2.112,0.465,NA,NA
"Delayed Action",2030,"LUXE","LUXE",0.9,0.057,NA,NA
"Delayed Action",2030,"MACE","MACE",8.089,0.415,NA,NA
"Delayed Action",2030,"MALA","MALA",9.494,3.568,NA,NA
"Delayed Action",2030,"MALT","MALT",1.124,0,NA,NA
"Delayed Action",2030,"MEXI","MEXI",7.322,0.037,NA,NA
"Delayed Action",2030,"MIDE","MIDE",7.792,3.694,NA,NA
"Delayed Action",2030,"MOLD","MOLD",4.103,0.288,NA,NA
"Delayed Action",2030,"MONG","MONG",17.044,0.075,NA,NA
"Delayed Action",2030,"MONT","MONT",12.34,0.16,NA,NA
"Delayed Action",2030,"MYAN","MYAN",3.11,0.123,NA,NA
"Delayed Action",2030,"NAFR","NAFR",9.408,0.35,NA,NA
"Delayed Action",2030,"NEPA","NEPA",19.02,0.908,NA,NA
"Delayed Action",2030,"NETH","NETH",2.124,1.725,NA,NA
"Delayed Action",2030,"NIGE","NIGE",7.916,0.629,NA,NA
"Delayed Action",2030,"NORW","NORW",0.783,0.132,NA,NA
"Delayed Action",2030,"NZEL","NZEL",1.174,0,NA,NA
"Delayed Action",2030,"PAKI","PAKI",29.816,5.055,NA,NA
"Delayed Action",2030,"PARA","PARA",3.251,0.019,NA,NA
"Delayed Action",2030,"PERU","PERU",9.385,0.138,NA,NA
"Delayed Action",2030,"PHIL","PHIL",6.219,0.139,NA,NA
"Delayed Action",2030,"POLA","POLA",5.248,7.019,NA,NA
"Delayed Action",2030,"PORT","PORT",2.527,0.069,NA,NA
"Delayed Action",2030,"ROMA","ROMA",8.514,4.33,NA,NA
"Delayed Action",2030,"RSAF","RSAF",4.919,0.573,NA,NA
"Delayed Action",2030,"RUSS","RUSS",4.867,3.982,NA,NA
"Delayed Action",2030,"SAAR","SAAR",3.355,0.668,NA,NA
"Delayed Action",2030,"SAFR","SAFR",5.737,0.21,NA,NA
"Delayed Action",2030,"SERB","SERB",9.096,4.562,NA,NA
"Delayed Action",2030,"SING","SING",5.939,0.15,NA,NA
"Delayed Action",2030,"SKRE","SKRE",2.22,1.024,NA,NA
"Delayed Action",2030,"SLOV","SLOV",7.049,0.92,NA,NA
"Delayed Action",2030,"SPAI","SPAI",2.796,0.796,NA,NA
"Delayed Action",2030,"SRIL","SRIL",7.699,0.012,NA,NA
"Delayed Action",2030,"SWED","SWED",0.763,0.346,NA,NA
"Delayed Action",2030,"SWIT","SWIT",2.707,0.438,NA,NA
"Delayed Action",2030,"TAIW","TAIW",15.122,0.044,NA,NA
"Delayed Action",2030,"TAJI","TAJI",10.004,0.925,NA,NA
"Delayed Action",2030,"TANZ","TANZ",6.672,0.445,NA,NA
"Delayed Action",2030,"THAI","THAI",5.972,1.106,NA,NA
"Delayed Action",2030,"TKME","TKME",4.807,0.376,NA,NA
"Delayed Action",2030,"TURK","TURK",8.069,4.609,NA,NA
"Delayed Action",2030,"UKRA","UKRA",4.433,5.57,NA,NA
"Delayed Action",2030,"UNKI","UNKI",2.441,2.905,NA,NA
"Delayed Action",2030,"URUG","URUG",2.682,0.123,NA,NA
"Delayed Action",2030,"USAM","USAM",4.008,1.325,NA,NA
"Delayed Action",2030,"UZBE","UZBE",7.407,4.115,NA,NA
"Delayed Action",2030,"VENE","VENE",4.804,0.119,NA,NA
"Delayed Action",2030,"VIET","VIET",12.48,2.35,NA,NA
"Delayed Action",2030,"WAFR","WAFR",7.63,0.307,NA,NA
"Integrated Action",2030,"AFGH","AFGH",25.565,1.163,938,1405
"Integrated Action",2030,"ALBA","ALBA",8.955,0.402,393,436
"Integrated Action",2030,"ARGE","ARGE",2.078,0.231,3289,3811
"Integrated Action",2030,"ARME","ARME",7.711,0.326,85,84
"Integrated Action",2030,"AUST","AUST",1.71,1.339,2066,2841
"Integrated Action",2030,"AUTR","AUTR",1.739,0,6447,10810
"Integrated Action",2030,"AZER","AZER",3.642,0.971,545,-2049
"Integrated Action",2030,"BANG","BANG",28.279,1.091,2383,3760
"Integrated Action",2030,"BELA","BELA",3.244,1.159,852,867
"Integrated Action",2030,"BELG","BELG",2.088,1.732,2261,3714
"Integrated Action",2030,"BHUT","BHUT",1.348,0.07,74,78
"Integrated Action",2030,"BOHE","BOHE",11.05,2.264,735,934
"Integrated Action",2030,"BOLV","BOLV",2.098,0.002,543,585
"Integrated Action",2030,"BRAZ","BRAZ",4.353,0.86,15171,18750
"Integrated Action",2030,"BRUN","BRUN",1.654,0.003,92,105
"Integrated Action",2030,"BULG","BULG",4.833,1.168,938,706
"Integrated Action",2030,"CAMB","CAMB",3.1,0.118,523,683
"Integrated Action",2030,"CANA","CANA",3.973,0.158,15112,9272
"Integrated Action",2030,"CARB","CARB",2.725,0.101,1213,1447
"Integrated Action",2030,"CEAM","CEAM",5.026,0.016,1749,2190
"Integrated Action",2030,"CHIL","CHIL",9.288,0.107,1870,2631
"Integrated Action",2030,"CHIN","CHIN",17.122,13.465,246942,284634
"Integrated Action",2030,"COLO","COLO",4.418,0.015,2422,2718
"Integrated Action",2030,"CROA","CROA",3.488,1.464,617,708
"Integrated Action",2030,"CYPR","CYPR",0.662,0.002,136,225
"Integrated Action",2030,"CZRE","CZRE",4.805,2.738,2275,2819
"Integrated Action",2030,"DENM","DENM",1.088,0.419,1276,2071
"Integrated Action",2030,"EAFR","EAFR",6.5,0.515,3228,6548
"Integrated Action",2030,"ECUA","ECUA",2.337,0.005,1108,1223
"Integrated Action",2030,"EGYP","EGYP",9.207,1.063,2237,3812
"Integrated Action",2030,"ESTO","ESTO",1.357,0.063,298,336
"Integrated Action",2030,"FINL","FINL",0.861,0.166,1483,367
"Integrated Action",2030,"FRAN","FRAN",2.816,5.12,11125,14886
"Integrated Action",2030,"GEOR","GEOR",6.352,0.234,255,267
"Integrated Action",2030,"GERM","GERM",2.238,8.052,11813,5260
"Integrated Action",2030,"GREE","GREE",3.311,0.983,1684,2601
"Integrated Action",2030,"HUNG","HUNG",5.216,3.212,1657,1821
"Integrated Action",2030,"ICEL","ICEL",2.087,0.026,57,68
"Integrated Action",2030,"INDI","INDI",25.171,30.305,103782,137056
"Integrated Action",2030,"INDO","INDO",15.088,1.371,14000,17520
"Integrated Action",2030,"IRAN","IRAN",16.96,1.517,7421,9461
"Integrated Action",2030,"IREL","IREL",0.827,0.183,1194,1675
"Integrated Action",2030,"ISRA","ISRA",8.112,0.529,1811,2087
"Integrated Action",2030,"ITAL","ITAL",4.412,2.935,9469,12670
"Integrated Action",2030,"JAPA","JAPA",3.567,0.085,16343,27803
"Integrated Action",2030,"KAZA","KAZA",35.084,3.863,2237,-9771
"Integrated Action",2030,"KENY","KENY",6.629,0.276,797,1202
"Integrated Action",2030,"KORN","KORN",3.83,0.774,436,644
"Integrated Action",2030,"KORS","KORS",9.547,0.63,7137,12219
"Integrated Action",2030,"KYRG","KYRG",10.296,1.285,96,94
"Integrated Action",2030,"LAOS","LAOS",1.882,0.321,380,395
"Integrated Action",2030,"LATV","LATV",2.976,0.213,353,378
"Integrated Action",2030,"LITH","LITH",2.042,0.455,793,151
"Integrated Action",2030,"LUXE","LUXE",0.854,0.053,192,308
"Integrated Action",2030,"MACE","MACE",7.772,0.398,338,355
"Integrated Action",2030,"MALA","MALA",8.775,3.383,5115,5764
"Integrated Action",2030,"MALT","MALT",1.111,0,50,57
"Integrated Action",2030,"MEXI","MEXI",6.499,0.033,7236,8972
"Integrated Action",2030,"MIDE","MIDE",6.492,3.132,7625,6649
"Integrated Action",2030,"MOLD","MOLD",4.036,0.282,419,558
"Integrated Action",2030,"MONG","MONG",15.413,0.065,737,853
"Integrated Action",2030,"MONT","MONT",12.107,0.15,112,118
"Integrated Action",2030,"MYAN","MYAN",2.868,0.13,998,1841
"Integrated Action",2030,"NAFR","NAFR",7.557,0.284,3894,1007
"Integrated Action",2030,"NEPA","NEPA",15.977,0.798,864,996
"Integrated Action",2030,"NETH","NETH",2.097,1.701,2836,5171
"Integrated Action",2030,"NIGE","NIGE",6.762,0.537,1868,6834
"Integrated Action",2030,"NORW","NORW",0.773,0.128,931,631
"Integrated Action",2030,"NZEL","NZEL",1.089,0,965,1294
"Integrated Action",2030,"PAKI","PAKI",25.833,4.516,5418,8879
"Integrated Action",2030,"PARA","PARA",2.74,0.017,346,406
"Integrated Action",2030,"PERU","PERU",7.939,0.129,1078,1423
"Integrated Action",2030,"PHIL","PHIL",5.58,0.12,3261,4521
"Integrated Action",2030,"POLA","POLA",5.052,6.793,8480,7793
"Integrated Action",2030,"PORT","PORT",2.443,0.068,1359,1878
"Integrated Action",2030,"ROMA","ROMA",8.344,4.243,3684,3328
"Integrated Action",2030,"RSAF","RSAF",4.597,0.583,1854,3039
"Integrated Action",2030,"RUSS","RUSS",4.76,3.896,12203,-29359
"Integrated Action",2030,"SAAR","SAAR",2.761,0.562,5393,4388
"Integrated Action",2030,"SAFR","SAFR",5.453,0.197,3746,5661
"Integrated Action",2030,"SERB","SERB",9.051,4.458,944,1117
"Integrated Action",2030,"SING","SING",5.663,0.145,1240,5105
"Integrated Action",2030,"SKRE","SKRE",2.183,0.995,664,733
"Integrated Action",2030,"SLOV","SLOV",6.895,0.896,495,397
"Integrated Action",2030,"SPAI","SPAI",2.707,0.791,7618,10982
"Integrated Action",2030,"SRIL","SRIL",6.321,0.01,503,658
"Integrated Action",2030,"SWED","SWED",0.748,0.341,1280,1365
"Integrated Action",2030,"SWIT","SWIT",2.638,0.427,1311,905
"Integrated Action",2030,"TAIW","TAIW",14.499,0.041,3935,10398
"Integrated Action",2030,"TAJI","TAJI",8.506,0.866,118,116
"Integrated Action",2030,"TANZ","TANZ",5.607,0.391,892,2621
"Integrated Action",2030,"THAI","THAI",5.408,1.02,7509,9371
"Integrated Action",2030,"TKME","TKME",3.816,0.327,171,-813
"Integrated Action",2030,"TURK","TURK",7.543,4.138,8059,8999
"Integrated Action",2030,"UKRA","UKRA",4.41,5.437,3108,3080
"Integrated Action",2030,"UNKI","UNKI",2.351,2.785,7977,12258
"Integrated Action",2030,"URUG","URUG",2.407,0.138,209,292
"Integrated Action",2030,"USAM","USAM",3.928,1.296,91425,87601
"Integrated Action",2030,"UZBE","UZBE",7.363,4.083,701,403
"Integrated Action",2030,"VENE","VENE",3.998,0.101,1587,1424
"Integrated Action",2030,"VIET","VIET",11.995,2.558,7314,9310
"Integrated Action",2030,"WAFR","WAFR",6.738,0.296,3632,9508
"Long-term Climate Action",2030,"AFGH","AFGH",32.835,1.467,81,118
"Long-term Climate Action",2030,"ALBA","ALBA",9.791,0.478,334,393
"Long-term Climate Action",2030,"ARGE","ARGE",2.447,0.279,2016,2571
"Long-term Climate Action",2030,"ARME","ARME",8.874,0.356,36,37
"Long-term Climate Action",2030,"AUST","AUST",1.887,1.503,1951,3031
"Long-term Climate Action",2030,"AUTR","AUTR",2.016,0,5937,10985
"Long-term Climate Action",2030,"AZER","AZER",4.323,1.112,440,-2066
"Long-term Climate Action",2030,"BANG","BANG",33.842,1.313,374,734
"Long-term Climate Action",2030,"BELA","BELA",3.656,1.288,598,559
"Long-term Climate Action",2030,"BELG","BELG",2.395,2.009,2287,4004
"Long-term Climate Action",2030,"BHUT","BHUT",1.649,0.089,17,21
"Long-term Climate Action",2030,"BOHE","BOHE",11.805,2.598,646,928
"Long-term Climate Action",2030,"BOLV","BOLV",2.506,0.004,239,275
"Long-term Climate Action",2030,"BRAZ","BRAZ",5.31,1.049,12366,15877
"Long-term Climate Action",2030,"BRUN","BRUN",2.163,0.004,63,58
"Long-term Climate Action",2030,"BULG","BULG",5.567,1.503,840,464
"Long-term Climate Action",2030,"CAMB","CAMB",3.884,0.148,302,386
"Long-term Climate Action",2030,"CANA","CANA",4.738,0.183,14318,11672
"Long-term Climate Action",2030,"CARB","CARB",3.385,0.122,621,930
"Long-term Climate Action",2030,"CEAM","CEAM",6.305,0.02,1076,1443
"Long-term Climate Action",2030,"CHIL","CHIL",11.896,0.123,1506,2254
"Long-term Climate Action",2030,"CHIN","CHIN",19.493,15.253,218434,245634
"Long-term Climate Action",2030,"COLO","COLO",5.228,0.019,1941,2073
"Long-term Climate Action",2030,"CROA","CROA",3.843,1.686,548,645
"Long-term Climate Action",2030,"CYPR","CYPR",0.77,0.002,123,215
"Long-term Climate Action",2030,"CZRE","CZRE",5.248,3.133,2167,2816
"Long-term Climate Action",2030,"DENM","DENM",1.278,0.51,1284,2208
"Long-term Climate Action",2030,"EAFR","EAFR",8.352,0.662,1305,3537
"Long-term Climate Action",2030,"ECUA","ECUA",2.793,0.005,855,974
"Long-term Climate Action",2030,"EGYP","EGYP",11.885,1.37,1116,2843
"Long-term Climate Action",2030,"ESTO","ESTO",1.56,0.078,235,360
"Long-term Climate Action",2030,"FINL","FINL",0.918,0.182,1365,513
"Long-term Climate Action",2030,"FRAN","FRAN",3.1,5.868,10451,14745
"Long-term Climate Action",2030,"GEOR","GEOR",7.763,0.298,215,235
"Long-term Climate Action",2030,"GERM","GERM",2.549,9.306,11202,615
"Long-term Climate Action",2030,"GREE","GREE",3.78,1.193,1349,2460
"Long-term Climate Action",2030,"HUNG","HUNG",5.716,3.74,1460,1637
"Long-term Climate Action",2030,"ICEL","ICEL",2.237,0.027,54,68
"Long-term Climate Action",2030,"INDI","INDI",31.461,37.427,59957,84903
"Long-term Climate Action",2030,"INDO","INDO",19.317,1.88,10078,11604
"Long-term Climate Action",2030,"IRAN","IRAN",22.033,1.922,5114,5321
"Long-term Climate Action",2030,"IREL","IREL",0.924,0.213,1137,1794
"Long-term Climate Action",2030,"ISRA","ISRA",10.047,0.648,1615,1932
"Long-term Climate Action",2030,"ITAL","ITAL",4.839,3.343,8960,12981
"Long-term Climate Action",2030,"JAPA","JAPA",4.112,0.093,15568,29511
"Long-term Climate Action",2030,"KAZA","KAZA",36.228,4.067,1758,-9567
"Long-term Climate Action",2030,"KENY","KENY",8.469,0.345,348,722
"Long-term Climate Action",2030,"KORN","KORN",4.743,0.954,37,52
"Long-term Climate Action",2030,"KORS","KORS",11.299,0.754,6724,13395
"Long-term Climate Action",2030,"KYRG","KYRG",11.321,1.446,46,33
"Long-term Climate Action",2030,"LAOS","LAOS",2.444,0.434,220,234
"Long-term Climate Action",2030,"LATV","LATV",3.318,0.257,321,331
"Long-term Climate Action",2030,"LITH","LITH",2.379,0.596,745,-210
"Long-term Climate Action",2030,"LUXE","LUXE",0.973,0.061,190,334
"Long-term Climate Action",2030,"MACE","MACE",8.402,0.447,297,319
"Long-term Climate Action",2030,"MALA","MALA",13.361,4.518,2345,2951
"Long-term Climate Action",2030,"MALT","MALT",1.294,0,45,52
"Long-term Climate Action",2030,"MEXI","MEXI",7.928,0.041,5963,7492
"Long-term Climate Action",2030,"MIDE","MIDE",8.411,3.965,5489,4529
"Long-term Climate Action",2030,"MOLD","MOLD",4.32,0.306,373,547
"Long-term Climate Action",2030,"MONG","MONG",17.487,0.077,409,437
"Long-term Climate Action",2030,"MONT","MONT",12.666,0.161,101,108
"Long-term Climate Action",2030,"MYAN","MYAN",3.992,0.184,479,597
"Long-term Climate Action",2030,"NAFR","NAFR",9.618,0.355,1690,602
"Long-term Climate Action",2030,"NEPA","NEPA",20.041,0.978,331,375
