"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER_LABEL","PM25_ANTHROP","PM25_SELF","PM25_EXPORT"
"Baseline",2045,"NEPA","Nepal",49.09,36.445,2.391
"Baseline",2045,"NETH","Netherlands",5.78,2.138,1.569
"Baseline",2045,"NIGE","Nigeria",19.12,18.69,1.175
"Baseline",2045,"NORW","Norway",2.25,0.979,0.277
"Baseline",2045,"NZEL","New Zealand",1.18,1.122,0
"Baseline",2045,"PAKI","Pakistan",56.3,50.898,7.657
"Baseline",2045,"PARA","Paraguay",5.42,4.401,0.023
"Baseline",2045,"PERU","Peru",13.47,13.197,0.212
"Baseline",2045,"PHIL","Philippines",11.85,11.758,0.641
"Baseline",2045,"POLA","Poland",5.25,2.728,4.86
"Baseline",2045,"PORT","Portugal",4.7,2.419,0.067
"Baseline",2045,"ROMA","Romania",6.98,3.847,2.842
"Baseline",2045,"RSAF","Remaining Southern Africa",6.92,6.635,0.841
"Baseline",2045,"RUSS","Russian Federation",7.44,5.646,6.43
"Baseline",2045,"SAAR","Saudi Arabia",8.04,5.076,1.29
"Baseline",2045,"SAFR","South Africa",7.43,6.789,0.244
"Baseline",2045,"SERB","Serbia",8.98,5.69,3.229
"Baseline",2045,"SING","Singapore",14.45,3.029,0.477
"Baseline",2045,"SKRE","Slovakia",4.97,1.461,0.877
"Baseline",2045,"SLOV","Slovenia",7.04,3.752,0.555
"Baseline",2045,"SPAI","Spain",4.87,2.452,0.861
"Baseline",2045,"SRIL","Sri Lanka",8.03,7.399,0.006
"Baseline",2045,"SWED","Sweden",2.77,0.896,0.404
"Baseline",2045,"SWIT","Switzerland",5.07,2.915,0.438
"Baseline",2045,"TAIW","Taiwan",16.94,15.31,0.087
"Baseline",2045,"TANZ","United Republic of Tanzania",8.53,8.129,0.499
"Baseline",2045,"THAI","Thailand",11.61,10.185,3.128
"Baseline",2045,"TURK","Turkey",12.05,9.006,5.264
"Baseline",2045,"UKRA","Ukraine",7.48,4.428,6.967
"Baseline",2045,"UNKI","United Kingdom",3.78,2.361,2.698
"Baseline",2045,"URUG","Uruguay",4.43,3.91,0.211
"Baseline",2045,"USAM","United States of America",4.45,4.143,1.424
"Baseline",2045,"VENE","Venezuela (Bolivarian Republic of)",8.62,8.391,0.226
"Baseline",2045,"VIET","Vietnam",23.03,20.505,3.596
"Baseline",2045,"WAFR","Western Africa (excl Nigeria)",9.63,8.793,0.349
"Decarb",2045,"AFGH","Afghanistan",7.35,7.21,0.29
"Decarb",2045,"ALBA","Albania",3.52,1.229,0.149
"Decarb",2045,"ARGE","Argentina",0.98,0.822,0.075
"Decarb",2045,"ARME","Armenia",5.25,2.963,0.289
"Decarb",2045,"AUST","Austria",2.54,0.887,0.528
"Decarb",2045,"AUTR","Australia",0.69,0.609,0.015
"Decarb",2045,"AZER","Azerbaijan",3.5,1.078,0.379
"Decarb",2045,"BANG","Bangladesh",10.38,6.587,0.383
"Decarb",2045,"BELA","Belarus",2.41,0.695,0.317
"Decarb",2045,"BELG","Belgium",3.08,1.03,0.725
"Decarb",2045,"BHUT","Bhutan",2.18,0.818,0.043
"Decarb",2045,"BOHE","Bosnia and Herzegovina",3.07,1.224,0.386
"Decarb",2045,"BOLV","Bolivia (Plurinational State of)",0.78,0.728,0.001
"Decarb",2045,"BRAZ","Brazil",1.54,1.469,0.324
"Decarb",2045,"BRUN","Brunei Darussalam",0.82,0.333,0.012
"Decarb",2045,"BULG","Bulgaria",2.48,0.592,0.217
"Decarb",2045,"CAMB","Cambodia",1.2,0.729,0.049
"Decarb",2045,"CANA","Canada",1.97,1.462,0.078
"Decarb",2045,"CARB","Caribbean",0.72,0.581,0.023
"Decarb",2045,"CEAM","Central America",0.99,0.931,0.002
"Decarb",2045,"CHIL","Chile",4.41,4.354,0.09
"Decarb",2045,"CHIN","China",8.06,7.449,4.716
"Decarb",2045,"COLO","Colombia",1.54,1.464,0.004
"Decarb",2045,"CROA","Croatia",2.57,0.442,0.294
"Decarb",2045,"CYPR","Cyprus",4.33,0.189,0.001
"Decarb",2045,"CZRE","Czech Republic",2.76,1.164,0.816
"Decarb",2045,"DENM","Denmark",1.95,0.593,0.2
"Decarb",2045,"EAFR","Eastern Africa (excl Kenya, Tanzania)",0.86,0.684,0.035
"Decarb",2045,"ECUA","Ecuador",0.81,0.709,0.001
"Decarb",2045,"EGYP","Egypt",3.16,2.35,0.339
"Decarb",2045,"ESTO","Estonia",1.86,0.447,0.021
"Decarb",2045,"FINL","Finland",1.66,0.442,0.063
"Decarb",2045,"FRAN","France",3.21,1.891,3.012
"Decarb",2045,"GEOR","Georgia",3.51,1.914,0.18
"Decarb",2045,"GERM","Germany",2.49,1.256,4.114
"Decarb",2045,"GREE","Greece",4.57,1.656,0.205
"Decarb",2045,"HUNG","Hungary",3.1,1.288,0.916
"Decarb",2045,"ICEL","Iceland",2.59,1.712,0.022
"Decarb",2045,"INDI","India",6.97,6.036,7.774
"Decarb",2045,"INDO","Indonesia",6.75,6.551,0.518
"Decarb",2045,"IRAN","Iran",4.04,3.84,0.436
"Decarb",2045,"IREL","Ireland",1.49,0.444,0.087
"Decarb",2045,"ISRA","Israel",3.58,2.851,0.135
"Decarb",2045,"ITAL","Italy",4.66,2.27,1.406
"Decarb",2045,"JAPA","Japan",2.58,1.933,0.01
"Decarb",2045,"KENY","Kenya",1.92,1.84,0.051
"Decarb",2045,"KORS","Republic of Korea",8.5,5.186,0.37
"Decarb",2045,"KOSO","Kosovo",3.44,1.497,0.17
"Decarb",2045,"LAOS","Laos",1.02,0.361,0.05
"Decarb",2045,"LATV","Latvia",2.08,0.67,0.085
"Decarb",2045,"LITH","Lithuania",1.93,0.421,0.095
"Decarb",2045,"LUXE","Luxembourg",2.39,0.379,0.015
"Decarb",2045,"MACE","TFYR Macedonia",3.03,1.255,0.177
"Decarb",2045,"MALA","Malaysia",4.34,3.943,1.349
"Decarb",2045,"MALT","Malta",6.79,0.424,0
"Decarb",2045,"MEXI","Mexico",2.04,1.937,0.009
"Decarb",2045,"MIDE","Middle East",1.98,1.477,0.787
"Decarb",2045,"MOLD","Republic of Moldova",2.58,0.504,0.045
"Decarb",2045,"MONG","Mongolia",1.35,1.297,0.036
"Decarb",2045,"MONT","Montenegro",2.98,0.858,0.027
"Decarb",2045,"MYAN","Myanmar",1.49,1.029,0.067
"Decarb",2045,"NAFR","Northern Africa (excl Egypt)",1.6,1.053,0.075
"Decarb",2045,"NEPA","Nepal",6.96,4.428,0.372
"Decarb",2045,"NETH","Netherlands",3.18,1.096,0.691
"Decarb",2045,"NIGE","Nigeria",1.43,1.322,0.142
"Decarb",2045,"NORW","Norway",1.35,0.295,0.054
"Decarb",2045,"NZEL","New Zealand",0.34,0.28,0
"Decarb",2045,"PAKI","Pakistan",6.47,5.465,0.898
"Decarb",2045,"PARA","Paraguay",0.85,0.624,0.004
"Decarb",2045,"PERU","Peru",2.57,2.385,0.093
"Decarb",2045,"PHIL","Philippines",1.76,1.67,0.111
"Decarb",2045,"POLA","Poland",2.46,1.04,1.605
"Decarb",2045,"PORT","Portugal",3.11,1.088,0.024
"Decarb",2045,"ROMA","Romania",2.91,1.221,0.878
"Decarb",2045,"RSAF","Remaining Southern Africa",0.74,0.623,0.116
"Decarb",2045,"RUSS","Russian Federation",2.8,1.475,1.378
"Decarb",2045,"SAAR","Saudi Arabia",1.13,0.476,0.197
"Decarb",2045,"SAFR","South Africa",1.6,1.468,0.088
"Decarb",2045,"SERB","Serbia",3.08,1.246,1.008
"Decarb",2045,"SING","Singapore",2.34,0.601,0.116
"Decarb",2045,"SKRE","Slovakia",2.51,0.7,0.347
"Decarb",2045,"SLOV","Slovenia",3.12,1.106,0.17
"Decarb",2045,"SPAI","Spain",3.58,1.314,0.391
"Decarb",2045,"SRIL","Sri Lanka",1.17,0.991,0.001
"Decarb",2045,"SWED","Sweden",1.96,0.661,0.198
"Decarb",2045,"SWIT","Switzerland",2.78,1.439,0.212
"Decarb",2045,"TAIW","Taiwan",5.29,4.295,0.025
"Decarb",2045,"TANZ","United Republic of Tanzania",0.98,0.918,0.066
"Decarb",2045,"THAI","Thailand",1.88,1.532,0.366
"Decarb",2045,"TURK","Turkey",4.85,2.343,0.848
"Decarb",2045,"UKRA","Ukraine",2.66,0.861,1.116
"Decarb",2045,"UNKI","United Kingdom",2.22,1.246,1.272
"Decarb",2045,"URUG","Uruguay",0.58,0.439,0.041
"Decarb",2045,"USAM","United States of America",1.62,1.463,0.415
"Decarb",2045,"VENE","Venezuela (Bolivarian Republic of)",1.16,1.055,0.039
"Decarb",2045,"VIET","Vietnam",4.04,3.277,0.602
"Decarb",2045,"WAFR","Western Africa (excl Nigeria)",1.24,1.081,0.051
"Baseline",2050,"AFGH","Afghanistan",65.01,64.098,2.402
"Baseline",2050,"ALBA","Albania",7.5,4.497,0.64
"Baseline",2050,"ARGE","Argentina",3.7,3.192,0.403
"Baseline",2050,"ARME","Armenia",11.19,7.27,0.461
"Baseline",2050,"AUST","Austria",4.02,1.45,1.047
"Baseline",2050,"AUTR","Australia",1.96,1.872,0.042
"Baseline",2050,"AZER","Azerbaijan",9.26,5.76,1.616
"Baseline",2050,"BANG","Bangladesh",56.24,36.102,1.747
"Baseline",2050,"BELA","Belarus",6.67,3.637,1.541
"Baseline",2050,"BELG","Belgium",5.47,2.137,1.759
"Baseline",2050,"BHUT","Bhutan",17.4,11.416,0.983
"Baseline",2050,"BOHE","Bosnia and Herzegovina",8.5,5.754,1.248
"Baseline",2050,"BOLV","Bolivia (Plurinational State of)",4.08,3.944,0.005
"Baseline",2050,"BRAZ","Brazil",6.57,6.499,1.443
"Baseline",2050,"BRUN","Brunei Darussalam",5.71,3.335,0.126
"Baseline",2050,"BULG","Bulgaria",5.06,1.782,0.777
"Baseline",2050,"CAMB","Cambodia",9.87,7.154,0.285
"Baseline",2050,"CANA","Canada",6.71,5.309,0.206
"Baseline",2050,"CARB","Caribbean",4.29,4.131,0.193
"Baseline",2050,"CEAM","Central America",7.38,7.274,0.02
"Baseline",2050,"CHIL","Chile",16.43,16.316,0.189
"Baseline",2050,"CHIN","China",20.46,19.541,12.949
"Baseline",2050,"COLO","Colombia",7.51,7.211,0.03
"Baseline",2050,"CROA","Croatia",4.84,1.364,0.914
"Baseline",2050,"CYPR","Cyprus",6.4,0.419,0.002
"Baseline",2050,"CZRE","Czech Republic",4.89,2.136,1.712
"Baseline",2050,"DENM","Denmark",3.47,1.247,0.464
"Baseline",2050,"EAFR","Eastern Africa (excl Kenya, Tanzania)",9.82,8.795,0.535
"Baseline",2050,"ECUA","Ecuador",4.73,4.55,0.008
"Baseline",2050,"EGYP","Egypt",23.1,21.173,2.27
"Baseline",2050,"ESTO","Estonia",2.99,0.806,0.048
"Baseline",2050,"FINL","Finland",2.5,0.877,0.173
"Baseline",2050,"FRAN","France",4.69,2.856,4.913
"Baseline",2050,"GEOR","Georgia",7.51,4.508,0.414
"Baseline",2050,"GERM","Germany",4.27,2.247,7.809
"Baseline",2050,"GREE","Greece",6.51,2.499,0.519
"Baseline",2050,"HUNG","Hungary",5.62,2.308,1.954
"Baseline",2050,"ICEL","Iceland",3.27,2.394,0.029
"Baseline",2050,"INDI","India",37.06,30.218,37.907
"Baseline",2050,"INDO","Indonesia",58.14,57.864,5.98
"Baseline",2050,"IRAN","Iran",34.97,33.918,2.733
"Baseline",2050,"IREL","Ireland",2.13,0.74,0.171
"Baseline",2050,"ISRA","Israel",15.25,11.804,1.052
"Baseline",2050,"ITAL","Italy",6.64,3.876,2.856
"Baseline",2050,"JAPA","Japan",5.95,4.874,0.031
"Baseline",2050,"KENY","Kenya",11.88,11.297,0.382
"Baseline",2050,"KORS","Republic of Korea",20.81,12.974,0.902
"Baseline",2050,"KOSO","Kosovo",13.24,10.129,0.698
"Baseline",2050,"LAOS","Laos",6.77,3.195,0.407
"Baseline",2050,"LATV","Latvia",4.02,1.576,0.171
"Baseline",2050,"LITH","Lithuania",3.88,1.015,0.297
"Baseline",2050,"LUXE","Luxembourg",3.88,0.58,0.038
"Baseline",2050,"MACE","TFYR Macedonia",7.62,4.715,0.512
"Baseline",2050,"MALA","Malaysia",32.1,30.528,9.298
"Baseline",2050,"MALT","Malta",8.14,1.215,0
"Baseline",2050,"MEXI","Mexico",10.85,10.627,0.046
"Baseline",2050,"MIDE","Middle East",15.46,13.289,4.616
"Baseline",2050,"MOLD","Republic of Moldova",7.85,3.233,0.246
"Baseline",2050,"MONG","Mongolia",9.28,9.045,0.153
"Baseline",2050,"MONT","Montenegro",7.39,4.542,0.075
"Baseline",2050,"MYAN","Myanmar",10.23,7.6,0.344
"Baseline",2050,"NAFR","Northern Africa (excl Egypt)",18.8,18.156,0.632
"Baseline",2050,"NEPA","Nepal",55.68,42.983,2.573
"Baseline",2050,"NETH","Netherlands",5.55,2.066,1.514
"Baseline",2050,"NIGE","Nigeria",19.91,19.458,1.255
"Baseline",2050,"NORW","Norway",2.26,1.006,0.267
"Baseline",2050,"NZEL","New Zealand",1.2,1.142,0
"Baseline",2050,"PAKI","Pakistan",59.88,54.452,8.126
"Baseline",2050,"PARA","Paraguay",5.71,4.662,0.022
"Baseline",2050,"PERU","Peru",14.5,14.212,0.231
"Baseline",2050,"PHIL","Philippines",12.5,12.405,0.713
"Baseline",2050,"POLA","Poland",5.02,2.588,4.549
"Baseline",2050,"PORT","Portugal",4.47,2.158,0.061
"Baseline",2050,"ROMA","Romania",5.99,2.894,2.418
"Baseline",2050,"RSAF","Remaining Southern Africa",7.71,7.415,0.896
"Baseline",2050,"RUSS","Russian Federation",7.38,5.577,6.185
"Baseline",2050,"SAAR","Saudi Arabia",8.47,5.432,1.29
"Baseline",2050,"SAFR","South Africa",7.76,7.082,0.247
"Baseline",2050,"SERB","Serbia",8.07,4.933,2.905
"Baseline",2050,"SING","Singapore",15.05,3.183,0.493
"Baseline",2050,"SKRE","Slovakia",4.57,1.263,0.807
"Baseline",2050,"SLOV","Slovenia",6.12,2.985,0.458
"Baseline",2050,"SPAI","Spain",4.74,2.298,0.824
"Baseline",2050,"SRIL","Sri Lanka",8.21,7.556,0.005
"Baseline",2050,"SWED","Sweden",2.73,0.888,0.387
"Baseline",2050,"SWIT","Switzerland",5.11,3.055,0.468
"Baseline",2050,"TAIW","Taiwan",17.4,15.787,0.092
"Baseline",2050,"TANZ","United Republic of Tanzania",9.57,9.147,0.52
"Baseline",2050,"THAI","Thailand",11.94,10.519,3.194
"Baseline",2050,"TURK","Turkey",12.32,9.253,5.438
"Baseline",2050,"UKRA","Ukraine",7.6,4.604,7.324
"Baseline",2050,"UNKI","United Kingdom",3.68,2.297,2.605
"Baseline",2050,"URUG","Uruguay",4.67,4.144,0.216
"Baseline",2050,"USAM","United States of America",4.43,4.121,1.415
"Baseline",2050,"VENE","Venezuela (Bolivarian Republic of)",9.28,9.038,0.243
"Baseline",2050,"VIET","Vietnam",23.87,21.423,3.605
"Baseline",2050,"WAFR","Western Africa (excl Nigeria)",10.57,9.691,0.365
"Decarb",2050,"AFGH","Afghanistan",7.57,7.428,0.291
"Decarb",2050,"ALBA","Albania",3.5,1.214,0.139
"Decarb",2050,"ARGE","Argentina",0.95,0.804,0.071
"Decarb",2050,"ARME","Armenia",5.2,2.933,0.294
"Decarb",2050,"AUST","Austria",2.39,0.818,0.456
"Decarb",2050,"AUTR","Australia",0.71,0.621,0.016
"Decarb",2050,"AZER","Azerbaijan",3.41,0.996,0.354
"Decarb",2050,"BANG","Bangladesh",10.27,6.676,0.376
"Decarb",2050,"BELA","Belarus",2.25,0.587,0.284
"Decarb",2050,"BELG","Belgium",2.94,0.984,0.675
"Decarb",2050,"BHUT","Bhutan",2.11,0.779,0.037
"Decarb",2050,"BOHE","Bosnia and Herzegovina",2.93,1.13,0.329
"Decarb",2050,"BOLV","Bolivia (Plurinational State of)",0.8,0.738,0.001
"Decarb",2050,"BRAZ","Brazil",1.48,1.414,0.306
"Decarb",2050,"BRUN","Brunei Darussalam",0.76,0.303,0.011
"Decarb",2050,"BULG","Bulgaria",2.4,0.551,0.205
"Decarb",2050,"CAMB","Cambodia",1.24,0.781,0.049
"Decarb",2050,"CANA","Canada",1.95,1.46,0.076
"Decarb",2050,"CARB","Caribbean",0.69,0.543,0.021
"Decarb",2050,"CEAM","Central America",0.91,0.85,0.002
"Decarb",2050,"CHIL","Chile",4.48,4.422,0.094
"Decarb",2050,"CHIN","China",7.72,7.101,4.413
"Decarb",2050,"COLO","Colombia",1.5,1.428,0.004
"Decarb",2050,"CROA","Croatia",2.45,0.399,0.265
"Decarb",2050,"CYPR","Cyprus",4.35,0.187,0
"Decarb",2050,"CZRE","Czech Republic",2.31,0.789,0.655
"Decarb",2050,"DENM","Denmark",1.84,0.554,0.182
"Decarb",2050,"EAFR","Eastern Africa (excl Kenya, Tanzania)",0.94,0.771,0.036
"Decarb",2050,"ECUA","Ecuador",0.8,0.691,0.001
"Decarb",2050,"EGYP","Egypt",3.08,2.275,0.315
"Decarb",2050,"ESTO","Estonia",1.77,0.396,0.019
"Decarb",2050,"FINL","Finland",1.59,0.388,0.057
"Decarb",2050,"FRAN","France",3.15,1.852,2.842
"Decarb",2050,"GEOR","Georgia",3.59,2.01,0.187
"Decarb",2050,"GERM","Germany",2.35,1.173,3.817
"Decarb",2050,"GREE","Greece",4.54,1.617,0.19
"Decarb",2050,"HUNG","Hungary",2.74,1.032,0.767
"Decarb",2050,"ICEL","Iceland",2.61,1.733,0.022
"Decarb",2050,"INDI","India",6.73,5.824,7.399
"Decarb",2050,"INDO","Indonesia",6.64,6.437,0.524
"Decarb",2050,"IRAN","Iran",3.76,3.573,0.403
"Decarb",2050,"IREL","Ireland",1.47,0.428,0.082
"Decarb",2050,"ISRA","Israel",3.55,2.833,0.126
"Decarb",2050,"ITAL","Italy",4.48,2.078,1.311
"Decarb",2050,"JAPA","Japan",2.5,1.857,0.01
"Decarb",2050,"KENY","Kenya",2.08,2.003,0.052
"Decarb",2050,"KORS","Republic of Korea",8.29,5.049,0.359
"Decarb",2050,"KOSO","Kosovo",3.31,1.401,0.159
"Decarb",2050,"LAOS","Laos",0.99,0.365,0.049
"Decarb",2050,"LATV","Latvia",1.96,0.589,0.078
"Decarb",2050,"LITH","Lithuania",1.82,0.375,0.084
"Decarb",2050,"LUXE","Luxembourg",2.26,0.367,0.013
"Decarb",2050,"MACE","TFYR Macedonia",3.03,1.281,0.164
"Decarb",2050,"MALA","Malaysia",3.96,3.552,1.282
"Decarb",2050,"MALT","Malta",6.9,0.419,0
"Decarb",2050,"MEXI","Mexico",1.98,1.888,0.009
"Decarb",2050,"MIDE","Middle East",1.97,1.488,0.753
"Decarb",2050,"MOLD","Republic of Moldova",2.45,0.445,0.039
"Decarb",2050,"MONG","Mongolia",1.46,1.406,0.036
"Decarb",2050,"MONT","Montenegro",2.87,0.764,0.021
"Decarb",2050,"MYAN","Myanmar",1.51,1.074,0.067
"Decarb",2050,"NAFR","Northern Africa (excl Egypt)",1.6,1.043,0.077
"Decarb",2050,"NEPA","Nepal",6.79,4.366,0.37
"Decarb",2050,"NETH","Netherlands",2.99,1.018,0.65
"Decarb",2050,"NIGE","Nigeria",1.49,1.378,0.148
"Decarb",2050,"NORW","Norway",1.3,0.259,0.046
"Decarb",2050,"NZEL","New Zealand",0.33,0.272,0
"Decarb",2050,"PAKI","Pakistan",6.28,5.309,0.873
"Decarb",2050,"PARA","Paraguay",0.8,0.588,0.003
"Decarb",2050,"PERU","Peru",2.65,2.459,0.106
"Decarb",2050,"PHIL","Philippines",1.79,1.698,0.118
"Decarb",2050,"POLA","Poland",2.3,0.956,1.497
"Decarb",2050,"PORT","Portugal",2.91,0.849,0.022
"Decarb",2050,"ROMA","Romania",2.5,0.845,0.713
"Decarb",2050,"RSAF","Remaining Southern Africa",0.84,0.725,0.132
"Decarb",2050,"RUSS","Russian Federation",2.71,1.391,1.268
"Decarb",2050,"SAAR","Saudi Arabia",1.03,0.404,0.171
"Decarb",2050,"SAFR","South Africa",1.69,1.544,0.09
"Decarb",2050,"SERB","Serbia",2.95,1.194,0.984
"Decarb",2050,"SING","Singapore",2.38,0.659,0.125
"Decarb",2050,"SKRE","Slovakia",2.22,0.532,0.3
"Decarb",2050,"SLOV","Slovenia",2.86,0.924,0.141
"Decarb",2050,"SPAI","Spain",3.53,1.225,0.375
"Decarb",2050,"SRIL","Sri Lanka",1.17,1.006,0.001
"Decarb",2050,"SWED","Sweden",1.92,0.645,0.177
"Decarb",2050,"SWIT","Switzerland",2.67,1.391,0.205
"Decarb",2050,"TAIW","Taiwan",5.44,4.463,0.027
"Decarb",2050,"TANZ","United Republic of Tanzania",1.14,1.071,0.069
"Decarb",2050,"THAI","Thailand",1.89,1.557,0.352
"Decarb",2050,"TURK","Turkey",4.85,2.328,0.826
"Decarb",2050,"UKRA","Ukraine",2.59,0.823,1.063
"Decarb",2050,"UNKI","United Kingdom",2.15,1.195,1.201
"Decarb",2050,"URUG","Uruguay",0.51,0.378,0.04
"Decarb",2050,"USAM","United States of America",1.56,1.403,0.39
"Decarb",2050,"VENE","Venezuela (Bolivarian Republic of)",1.03,0.927,0.035
"Decarb",2050,"VIET","Vietnam",4.06,3.339,0.592
"Decarb",2050,"WAFR","Western Africa (excl Nigeria)",1.37,1.206,0.057
